format,contributor,geographic_subject_local,content_type,temporal_subject_local,physical_collection,title,abstract,identifier,genre_form_local,rights_statement,date_created,date_digital_creation,Image,description,description.1,creator
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,William Banks,"William Banks, Associate Dean for Academic Programs.","['0453', '0122']","['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 1990 and 1995,2022-12-21T17:09:57.736000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/246/pages/page_0/files/CVM_0453.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Austin', 'Texas']",StillImage,1950s,College of Veterinary Medicine Image Collection,Group of Conference Attendees,"Attendees of the Conference on Animal Diseases Transmissible to Man, June 12th-14th, 1951, Austin, Texas. This conference was also known as ""The Southwest Conference on Diseases in Nature Transmissible to Man"" or at times by the founder's name, The James Steele Conference on Diseases in Nature Transmissible to Man.",0461,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1951-06,2022-12-21T17:12:37.788000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/254/pages/page_0/files/CVM_0461.jpg,,Photograph taken during June 1951.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,,StillImage,,College of Veterinary Medicine Image Collection,"Hunting, number 06",Three hunters with guns and dogs. Richard Adams is the man in the center.,0648,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T18:12:08.001000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/431/pages/page_0/files/CVM_0648.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 113","This is either ""Lovey"" or ""Yummy,"" who were both residents of the Stevenson Companion Animal Life-Care Center.",0363-16,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:44:17.368000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/114/pages/page_0/files/CVM_0363-16.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 121","Student resident of the Stevenson Companion Animal Life-Care Center, Kathleen Harris bathes ""Orphan Annie.""",0364-03,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:46:48.213000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/122/pages/page_0/files/CVM_0364-3.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 098","Student resident of the Stevenson Companion Animal Life-Care Center, Kathleen Harris bathes ""Orphan Annie.""",0363-01,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:46:07.872000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/99/pages/page_0/files/CVM_0363-1.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 048","Canine resident ""Orphan Annie,"" who first came to the center in 1997.",0361-12,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:30:07.920000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/49/pages/page_0/files/CVM_0361-12.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,,StillImage,,College of Veterinary Medicine Image Collection,"Hunting, number 24",View of three men standing in front of concrete wall or fence. Man in center is Richard Adams.,0666,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T18:18:14.650000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/449/pages/page_0/files/CVM_0666.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Womack Reception, number 12",Ann Kier speaks; Dr. and Mrs. Womack are standing to the right. An unnamed man stand in the background to the right.,0598,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-07-15,2022-12-21T17:55:13.834000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/381/pages/page_0/files/CVM_0598.jpg,Written on photograph: Roll 1 frame 20,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,"Clinical Hospital Rounds, number 06",Two men stand outside a horse stall during equine rounds.,0571,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T17:47:54.151000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/359/pages/page_0/files/CVM_0571.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Playter Retirement, number 17",Man in light blue suit stands near table and lifts hand in recognition or thanks.,0526,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,2022-12-21T17:33:50.787000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/317/pages/page_0/files/CVM_0526.jpg,,Photograph taken during June 1999.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,Ken Knauer,"Ken Knauer in 1981 was Professor of Small Animal Medicine & Surgery; D.V.M. -PUR; M.S.-Texas A&M; Diplomate, A.C.V.I.M.",0424,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T17:00:14.357000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/217/pages/page_0/files/CVM_0424.jpg,Written on photograph: Ken Knauer,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 078","Feline resident ""Bubba Kitty"" who arrived at the Stevenson Companion Animal Life-Care Center in 1997.",0362-05,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:39:43.341000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/79/pages/page_0/files/CVM_0362-5.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Richard H. Adams at Event, number 2",Dean Adams with a fiddler and two other men in suits inside a rodeo arena.,0434,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1997-11-20,2022-12-21T17:03:32.063000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/227/pages/page_0/files/CVM_0434.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,Alvin Price,"Dr. Alvin Audis Price was Dean between 1957-1973. Dr. Alvin Audis Price was dean of the College of Veterinary Medicine at Texas A&M University from 1957-1973. Dr. Price began his faculty career at Texas A&M in 1949 and went on to head the Department of Veterinary Anatomy. In 1973, after 16 years as dean, Dr. Price resumed his teaching career as a professor in the Department of Veterinary Physiology and Pharmacology. His continued participation in the undergraduate biomedical sciences program led to his appointment as its first director, in 1975. Dr. Price retired in 1988 and died March 11, 2001.",0405,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T16:53:33.756000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/197/pages/page_0/files/CVM_0405.jpg,"Written on photograph: Price 57-73, Dean",,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Playter Retirement, number 35",Mrs. Kay Playter speaks with another couple.,0544,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,2022-12-21T17:39:50.213000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/335/pages/page_0/files/CVM_0544.jpg,,Photograph taken during June 1999.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 003",Two canine residents of the Stevenson Companion Animal Life-Care Center; (Front to back) Algernon (1997) and Chip (1998).,0360-03,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:38:00.136000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/4/pages/page_0/files/CVM_0360-3.jpg,,,
reformatted digital,"['Texas A & M University. College of Veterinary Medicine & Biomedical Sciences', 'Texas A & M University. College of Veterinary Medicine. Media Resources']","['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,Dr. Boothe in Laboratory,Dr. Dawn M. Boothe in the Veterinary Pharmacology and Physiology Laboratory.,"['0707', '0034']",Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 1990 and 2000,2022-12-21T18:32:03.483000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/489/pages/page_0/files/CVM_0707.jpg,Written on photograph: Dawn Boothe in Lab/VTPP,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,"Fred Jaggi, number 6",Dr. Jaggi stands in front magnify tool and inspects specimens through magnifying tool.,0411,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T16:55:32.564000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/203/pages/page_0/files/CVM_0411.jpg,Written on photograph: Dr. Fred Jaggi- Public Health until retirement,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 102","Student resident of the Stevenson Companion Animal Life-Care Center, Kathleen Harris bathes ""Orphan Annie.""",0363-05,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:40:49.651000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/103/pages/page_0/files/CVM_0363-5.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 043","Canine resident ""Orphan Annie,"" who first came to the center in 1997.",0361-07,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:28:32.166000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/44/pages/page_0/files/CVM_0361-7.jpg,,,
reformatted digital,"['Texas A & M University. College of Veterinary Medicine & Biomedical Sciences', 'Texas A & M University Graphic Services']","['College Station', 'Texas']",StillImage,1980s,College of Veterinary Medicine Image Collection,"Buildings on Campus, number 1",A Texas A&M University Academic Building viewed through an arched walkway.,0704,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1988,2022-12-21T18:31:00.830000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/486/pages/page_0/files/CVM_0704.jpg,Written on photograph: Copyright 1988. File 88-055 Neg. 10,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,2000s,College of Veterinary Medicine Image Collection,"New Paddocks and Hay Barn, number 1",New paddocks and hay barn-21 Nov 03.,0386,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,2003-11-21,2022-12-21T16:46:48.590000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/177/pages/page_0/files/CVM_0386.jpg,Written on photograph: 2003 New Equine Paddocks and Barns,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 055","Feline resident ""Jessica"" who arrived at the Stevenson Companion Animal Life-Care Center in 1998.",0361-19,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:32:23.539000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/56/pages/page_0/files/CVM_0361-19.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,,College of Veterinary Medicine Image Collection,"Fred Jaggi, number 3",Dr. Jaggi stands in front magnify tool and inspects specimens through magnifying tool.,0408,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T16:54:33.112000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/200/pages/page_0/files/CVM_0408.jpg,Written on photograph: Dr. Fred Jaggi- Public Health until retirement,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,2000s,College of Veterinary Medicine Image Collection,Womack Wins Wolf Prize 08,"Four men in front of the Freedom statue. Left to right is Dr. Richard H. Adams, unnamed man , Dr. James Womack, Ron Douglas of the provost office.",0563,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,2001,2022-12-21T17:46:14.285000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/354/pages/page_0/files/CVM_0563.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Karla Bludworth Enrichment Funds, number 3","Shown here left to right: Glenda Pearce, Dr. Claudia Barton, Karla Bludworth, and Dr. Kent Carter. Front and center is ""Wheeler Dealer"" the miniature horse belonging to Ms. Bludworth. Karla Bludworth of Hockley, Texas. She gifted $100,000 to the College of Veterinary Medicine for the caring service provided to her cat ""Sylvester.""",0679,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-28,2022-12-21T18:22:36.941000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/462/pages/page_0/files/CVM_0679.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Clinical Hospital Rounds, number 15",Group of people at a meeting. Dr. Allen Roussel is on left in light blue over white shirt; Joe Jaros is shown on right side in dark suit.,0580,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 1995 and 2000,2022-12-21T17:50:13.612000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/366/pages/page_0/files/CVM_0580.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Playter Retirement, number 06","Dr. Playter greeted by an unknown woman, while a woman seated in the foreground drinks tea.",0515,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,2022-12-21T17:30:11.072000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/306/pages/page_0/files/CVM_0515.jpg,,Photograph taken during June 1999.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1970s,College of Veterinary Medicine Image Collection,Dr. Ralph W. Storts,"Dr. Ralph W. Storts, Professor, Veterinary Pathology, adjusts a microscope. Dr. Storts joined the faculty in the Department of Veterinary Pharmacology at the College in 1966.",0423,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1970-03,2022-12-21T16:59:54.409000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/216/pages/page_0/files/CVM_0423.jpg,Written on photograph: Storts 3-70,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Playter Retirement, number 30","Dr. & Mrs. Michael A. Walker, Professor and Chief of Radiology.",0539,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,2022-12-21T17:38:09.968000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/330/pages/page_0/files/CVM_0539.jpg,,Photograph taken during June 1999.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 027","Canine resident ""Algernon"" who arrived at the center in 1997.",0360-27,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:06:24.110000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/28/pages/page_0/files/CVM_0360-27.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 035","Canine resident Jill,"" one of the original pets to enter the center in 1994.",0360-35,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:08:55.970000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/36/pages/page_0/files/CVM_0360-35.jpg,,,
reformatted digital,"['Texas A & M University. College of Veterinary Medicine & Biomedical Sciences', 'Texas A & M University Graphic Services']","['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,Students During a Lecture,A group of people in a classroom listening to a lecture.,0696,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999,2022-12-21T18:28:16.185000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/478/pages/page_0/files/CVM_0696.jpg,Written on photograph: Copyright 1999. File#99-088. Neg 25,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,Corps of Cadets with Reveille,"The Mascot ""Reveille"" stands with Company E.",0555,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1998,2022-12-21T17:43:32.082000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/346/pages/page_0/files/CVM_0555.jpg,Written on photograph: Copyright 1998-TAMU photographic Services.,,"Shepard, A."
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Clinical Rounds, number 6",Group of people on large animal clinical rounds.,0381,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1998-02-24,2022-12-21T16:02:36.093000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/172/pages/page_0/files/CVM_0381.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 032","Canine resident ""Jill,"" one of the original pets to enter the center in 1994.",0360-32,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:07:58.980000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/33/pages/page_0/files/CVM_0360-32.jpg,,,
reformatted digital,"['Texas A & M University. College of Veterinary Medicine. Media Resources', 'Texas A & M University. College of Veterinary Medicine & Biomedical Sciences']","['College Station', 'Texas']",StillImage,1980s,College of Veterinary Medicine Image Collection,Neurologic Exam on a dog,Two female students perform a neurological examination of the reflexes of a dog.,"['0010', '0711']",Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1988-02,2022-12-21T18:33:28.227000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/493/pages/page_0/files/CVM_0711.jpg,"Written on photograph: ""People: Neuro exam, 2 Students , Dog. Feb 1988. Orig: 35mm color slide.""",Photograph taken during February 1988.,"Morgan, Beth"
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,John Shadduck,Faculty photo of Dr. John Shadduck who was Dean of the College of Veterinary Medicine from 1990-1997.,"['0393', '0114']","['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T16:49:08.475000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/184/pages/page_0/files/CVM_0393.jpg,"Written on photograph: John Shadduck. Faculty photograph. Dean, College of Veterinary Medicine. Original Medium B&W Neg.",,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,,StillImage,,College of Veterinary Medicine Image Collection,"Hunting, number 18",Three unnamed men and a brown dog perch on a concrete structure or wall.,0660,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T18:16:12.374000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/443/pages/page_0/files/CVM_0660.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"1995 Bonfire, number 3",The 1995 Bonfire would be the one of the last few to burn before the tragic collapse of Bonfire 1999. The Aggie Bonfire was a Texas A&M tradition from 1909 until the last official one in 1998.,0552,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1995,2022-12-21T17:42:31.404000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/343/pages/page_0/files/CVM_0552.jpg,Written on photograph: Copyright 1996-TAMU photographic Services.,,"Kellett, Michael"
