format,contributor,geographic_subject_local,content_type,temporal_subject_local,physical_collection,title,abstract,identifier,genre_form_local,rights_statement,date_created,date_digital_creation,Image,description,description.1,creator
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Del Norte', 'Colorado']",StillImage,1990s,College of Veterinary Medicine Image Collection,Frisco Creek Wildlife Rehab Center,"Dr. Herman F. Dieterich, TAMU '50, holds a sedated lynx kitten. Dr. Herman F. Dieterich was a graduate of Texas A&M University in 1950 and supplemented his education in 1952 at the University of Texas. He was a clinical assistant professor in pathology at the University of Texas in 1980. He retired from private practice in the Dallas area on May 1, 1986 and with his wife Susan moved to southern Colorado. In 1989 Herman and Susan opened the Frisco Creek Wildlife Rehabilitation Center. Dr. Dieterich died April 28, 2003.",0639,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-04-02,2022-12-21T18:09:04.295000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/422/pages/page_0/files/CVM_0639.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Special Events, number 05","Dr. Presnal (behind), and (left to right) Ellie Greenbaum with ""Jill,"" Kathleen Harris and unnamed woman pose during a holiday celebration.",0369,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-12,2022-12-21T15:58:46.002000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/160/pages/page_0/files/CVM_0369.jpg,,Photograph taken during December 1999.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 062","Feline resident ""Jessica"" who arrived at the Stevenson Companion Animal Life-Care Center in 1998.",0361-26,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:34:37.592000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/63/pages/page_0/files/CVM_0361-26.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Womack Reception, number 34","Four men stand in the foreground with other reception attendees in the background. Shown left to right: unnamed man, Dr. Richard H. Adams, unnamed man, Dr. E. Murl Bailey.",0620,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-07-15,2022-12-21T18:02:39.166000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/403/pages/page_0/files/CVM_0620.jpg,Written on photograph: Roll 1 frame 34,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Womack Reception, number 04",Dr. Womack is shown speaking with an unnamed man.,0590,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-07-15,2022-12-21T17:52:32.612000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/373/pages/page_0/files/CVM_0590.jpg,Written on photograph: Roll 1 frame 4,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Playter Retirement, number 29",Dr. Playter converse with a group of unnamed people.,0538,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,2022-12-21T17:37:49.992000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/329/pages/page_0/files/CVM_0538.jpg,,Photograph taken during June 1999.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,Frank Stein,"Frank Stein, Director, Veterinary Medical Park, poses for a faculty picture. Dr. Frank Stein earned his Doctor of Veterinary Medicine degree from Texas A&M College of Veterinary Medicine in 1965.","['0448', '0111']","['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 1990 and 1995,2022-12-21T17:08:15.957000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/241/pages/page_0/files/CVM_0448.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 042","Canine resident ""Orphan Annie,"" who first came to the center in 1997.",0361-06,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:28:13.042000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/43/pages/page_0/files/CVM_0361-6.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,2000s,College of Veterinary Medicine Image Collection,Womack Wins Wolf Prize 07,"Dr. James Womack (center left in suit and tie) and Mary Jewell, who is directly in front of Dr. Womack, pose in front of the freedom statue with eight other unnamed persons. The statue in the background, entitled ""Freedom"" is of horses leaning over pieces from the Berlin wall and stands on the plaza between the George Bush Presidential Library and the Annenberg Presidential Conference Center.",0562,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,2001,2022-12-21T17:45:53.543000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/353/pages/page_0/files/CVM_0562.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Playter Retirement, number 09",Dr. Playter shakes hands with Dr. Roger Feldman. Others in the room applaud.,0518,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,2022-12-21T17:31:11.156000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/309/pages/page_0/files/CVM_0518.jpg,,Photograph taken during June 1999.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1970s,College of Veterinary Medicine Image Collection,H. Phil Hobson,"Dr. H. Phil Hobson checks on a dog in a kennel. Dr. Hobson, an Illinois graduate of 1956, came to the College to work as a veterinary surgeon. He has been recognized by the American College of Veterinary Surgeons for developing valuable surgical and diagnostic procedures.",0428,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1970-03,2022-12-21T17:01:33.846000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/221/pages/page_0/files/CVM_0428.jpg,Written on photograph: Dr. Hobson 3-70,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1980s,College of Veterinary Medicine Image Collection,"Appaloosa, number 01",A woman with a horse.,0498,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1982-01-22,2022-12-21T17:24:34.369000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/289/pages/page_0/files/CVM_0498.jpg,"Written on photograph: photograph REQUEST (slip) : Sam Wigington, for the Dept. Large Animal Med. & Surg., TAMU, Breed: Appaloosa, 1 set in B W.",,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,"George Shelton, number 3","Faculty photograph of George Calvin Shelton (View 3), standing and looking down reviewing book in hand.",0398,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T16:50:50.465000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/189/pages/page_0/files/CVM_0398.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center, number 007","Ellie Greenbaum with unnamed woman and pets. The Stevenson Companion Animal Life-Care Center provides the physical, emotional, and medical needs of companion animals whose owners are no longer able to provide that care. Clients of the center include pet owners who want to assure their pet's future prior to entering a retirement home, being hospitalized for an extended period, or predeceasing a pet.",0364-21,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:52:07.837000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/139/pages/page_0/files/CVM_0364-21.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 073","Unnamed woman employed with College of Veterinary Medicine's communications office, pets an animal (possibly a dog) that is off-camera at the Stevenson Companion Animal Life-Care Center.",0362-00,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:38:07.808000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/74/pages/page_0/files/CVM_0362.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,"Dean Adams, number 02",Richard Adams in light colored suit.,0437,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T17:04:32.580000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/230/pages/page_0/files/CVM_0437.jpg,,,
reformatted digital,"['Texas A & M University. College of Veterinary Medicine & Biomedical Sciences', 'Texas A & M University Graphic Services']","['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,Small Group Studying,A study group or project team of four students at a round table.,0698,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999,2022-12-21T18:28:57.146000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/480/pages/page_0/files/CVM_0698.jpg,Written on photograph: Copyright 1999. File#99-610. Neg 1A/2,,"Wulfson, Jean"
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 049","Canine resident ""Orphan Annie,"" who first came to the center in 1997.",0361-13,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:30:27.591000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/50/pages/page_0/files/CVM_0361-13.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1970s,College of Veterinary Medicine Image Collection,"Dr. James W. Dollahite, number 01","Dr. and Mrs. James Dollahite seated in chairs, seven men stand behind them. Standing left to right: Lyndon W. Kurtz; Leon Russell; unknown; Bennie J. Camp; unknown; Dr. Garry Adams; W. M. Romane. Dr. J.W. Dollahite played a very important role in the development of veterinary toxicology research in Texas, especially toxic plant research, and the development of veterinary toxicology as a specialty under the American Veterinary Medical Association.",0478,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1975-01,2022-12-21T17:17:45.512000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/269/pages/page_0/files/CVM_0478.jpg,,Photographed during January 1975.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Clinical Rounds, number 3",Large animal rounds with librarian Katherine (white jacket) McNeil and group of veterinary students.,0378,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1998-02-24,2022-12-21T16:01:39.480000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/169/pages/page_0/files/CVM_0378.jpg,,,
reformatted digital,"['Texas A & M University. College of Veterinary Medicine. Media Resources', 'Texas A & M University. College of Veterinary Medicine & Biomedical Sciences']","['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,Dr. Fossum and Dog,Dr. Theresa W. Fossum examines a dog.,"['0143', '0710']",Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1991-08,2022-12-21T18:33:07.179000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/492/pages/page_0/files/CVM_0710.jpg,"Written on photograph: ""People: Dr. Fossum with a dog. Aug, 1991, From original color Slide.""",Photograph taken during August 1991.,"Rydzewski, Tony"
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,"Clinical Hospital Rounds, number 07",Three people stand outside a horse stall.,0572,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T17:48:13.963000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/360/pages/page_0/files/CVM_0572.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,,College of Veterinary Medicine Image Collection,"Beaver, Bonnie V. G., 1944-",Dr. Bonnie Beaver examined a cat. Dr. Bonnie Beaver was the first woman to join the faculty of the College of Veterinary Medicine. She accepted a position in the Department of Veterinary Medical Surgery and Radiology in 1969. Over her career she has made a name for herself as a leading well published animal behaviorist. She has been passionate about teaching veterinary students and promoting the profession.,0417,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T16:57:53.340000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/210/pages/page_0/files/CVM_0417.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'San Antonio']",StillImage,1970s,College of Veterinary Medicine Image Collection,"Awards Presented at a Convention, number 3","A woman and a man are shown in this image while audience applauds. 1973 awards presentation at a 1974 convention held in San Antonio, Hilton Palacio Del Rio.",0475,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1974,2022-12-21T17:16:42.044000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/266/pages/page_0/files/CVM_0475.jpg,Written on photograph: 74 Conv. S. A. 1973 Award,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,2000s,College of Veterinary Medicine Image Collection,"Cadet and Horse, number 1",A cadet eats an apple while standing next to a horse.,0487,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 2000 and 2007,2022-12-21T17:20:53.982000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/278/pages/page_0/files/CVM_0487.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center, number 002","Three people at a table. Information as of 2017 states: Enrollees at the center include dogs, cats, birds, horses, and even donkeys. An enrollment fee* of $1,000 per small animal and $2,000 per large animal is due at the time of enrollment.",0364-16,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:50:34.131000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/134/pages/page_0/files/CVM_0364-16.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center, number 014",Ellie Greenbaum and student with pets.,0364-28,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:54:19.638000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/146/pages/page_0/files/CVM_0364-28.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Womack Reception, number 27",Dr. Richard Adam inspects chair while Dr. and Mrs. Womack looks on.,0613,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-07-15,2022-12-21T18:00:16.028000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/396/pages/page_0/files/CVM_0613.jpg,Written on photograph: Roll 1 frame 27,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Womack Reception, number 36",Reception for Dr. James Womack with attendees in the background; (Dr. Richard Adams to far left) and (Rick Young in blue slacks and lighter blue top in background to the right). Possibly this is Dr. Gerald N. Woode with Dr. Womack.,0622,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-07-15,2022-12-21T18:03:19.419000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/405/pages/page_0/files/CVM_0622.jpg,Written on photograph: Roll 2 frame 1,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,Gift of Educational Tapes,"Dr. Mary Herron, the Director of the Biomedical Learning Center, receives a gift, box of 20 new slide tapes, from Pitman-Moore representative, Mr. Bud Wilkins. Meanwhile, Dean George Shelton stands to the right.",0465,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T17:14:01.584000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/258/pages/page_0/files/CVM_0465.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,,StillImage,,College of Veterinary Medicine Image Collection,"Hunting, number 10",An unidentified man standing at the gate going to a hunting cabin and a vehicle is seen on the right side of this frame.,0652,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T18:13:29.554000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/435/pages/page_0/files/CVM_0652.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 125","Student resident of the Stevenson Companion Animal Life-Care Center, Kathleen Harris bathes ""Orphan Annie.""",0364-07,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:48:03.743000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/126/pages/page_0/files/CVM_0364-7.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Clinical Rounds, number 4","Animal lying in stall and librarian Katherine McNeil (white jacket), stands at the door looking in.",0379,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1998-02-24,2022-12-21T16:01:58.345000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/170/pages/page_0/files/CVM_0379.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1970s,College of Veterinary Medicine Image Collection,"Dr. James W. Dollahite, number 05",Dr. Dollahite is presented a watch as a gift by Dr. Bennie J. Camp of the College of Veterinary Science.,0482,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1975-01,2022-12-21T17:19:09.051000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/273/pages/page_0/files/CVM_0482.jpg,Written on photograph: Dr. James W. Dollahite,Photographed during January 1975.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 108","Student resident of the Stevenson Companion Animal Life-Care Center, Kathleen Harris bathes ""Orphan Annie.""",0363-11,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:42:42.974000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/109/pages/page_0/files/CVM_0363-11.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 122","Student resident of the Stevenson Companion Animal Life-Care Center, Kathleen Harris bathes ""Orphan Annie.""",0364-04,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:47:07.086000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/123/pages/page_0/files/CVM_0364-4.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Womack Reception, number 16","Dr. James Womack (center), E. Murl Bailey (left) and Loren C. Skow (right).",0602,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-07-15,2022-12-21T17:56:34.214000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/385/pages/page_0/files/CVM_0602.jpg,Written on photograph: Roll 1 frame 12,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 011","Canine resident ""Lovey"" who arrived at the center in 1998.",0360-11,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:34:48.117000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/12/pages/page_0/files/CVM_0360-11.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,,College of Veterinary Medicine Image Collection,Group of Ladies,"A group of ladies at what looks like a holiday event. It is not verified but this is possibly a group of faculty wives or student wives, or perhaps both. Could be in the late 1940's or early 50's.",0460,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 1940 and 1958,2022-12-21T17:12:17.296000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/253/pages/page_0/files/CVM_0460.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Texas', 'College Station']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Playter Retirement, number 18","Dr. David A. Williams in maroon shirt and tie stands at table when being recognized, with child in his arm and an unknown woman stands behind him.",0527,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,2022-12-21T17:34:10.712000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/318/pages/page_0/files/CVM_0527.jpg,,Photograph taken during June 1999.,
