genre_form,identifier,access_rights,date_digital_creation,digital_publisher,description,date_created,format,extent,content_type,medium,rights_details,subject,title,Image,geographic_subject,classification
"['Gold gilt papers', 'Laid lines', 'art reproduction']","['5406', '12306']",Openly accessible,2021-06-16T14:19:03.238000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P4.D6.F2; Overall pattern of floral design with orange and green diamond paste background; backed; Contained in BASSENGE folder;  Was book cover; book plate on verso; No Haemmerle; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Bassenge Kunst und Buchauktion (Auction 97, Lot #5406) in 08/2011.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1.d.1; Not signed. Not stamped.; Creased at center fold line; worn at crease; edge tear",1750s,reformatted digital,"1 sheet of orange, green and off-white Dutch gilt paper; 12.00 x 15.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12306,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/32/pages/page_0/files/12306.jpg,,
"['Laid lines', 'art reproduction', 'Patterned paste papers']",12407,Openly accessible,2021-06-16T14:28:17.003000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Paste; P4.D6.F7; Hernhuter (monastery near Leipzig)paper used as book cover with plain cream paper backing; wave or fan design; laid paper; inscription on piece: ""Sterb = Acten der Gemeinde fur das Jahr 1832.""; [printed in black ink on recto of decorated white label affixed to recto]: ""[after Gemeinde]  Heilingenmoschel""; [written in black ink on recto of decorated white label affixed to recto]:  ""[after Gemeinde] Heilingenmoschel.""; Barry McKay donated the sheet to Sidney E. Berger and Michele V. Cloonan circa 2002.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.G.3; Not signed. Not stamped. Stickered. Not embossed.; Small worn areas on recto; creased for binding; 2 pieces joined; stains and writing on decorated white label affixed to recto",Mid 18th century,reformatted digital,"1 book cover (3 images, front, inside view, back); black, gray and white paste paper; 13.75 x 19.75 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12407,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/72/pages/page_0/files/12407a.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/72/pages/page_1/files/12407b.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/72/pages/page_2/files/12407c.jpg,Germany,
,"['12304', '5443']",Openly accessible,2021-06-16T14:18:49.615000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F2; Overall pattern of star or asterisk with dot design; gold over white background; Contained in BASSENGE folder; See Haemmerle #130; laid paper; Stamped in the block on recto: ""CUM. PRIVILEGIO . SAC. CAES. MAI. ANNO. 1723. JOS. FRID. LEOPOLD. EXCUD. AUG V.""; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Bassenge Kunst und Buchauktion (Auction 98, Lot #5443) in 12/2011; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Stamped.",1723,reformatted digital,1 sheet of gold and off-white Dutch gilt paper; 12.50 x 15.75 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12304,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/31/pages/page_0/files/12304.jpg,Germany--Augsburg,
"['Laid lines', 'Dribbled paste papers', 'art reproductions']",12406,Openly accessible,2021-06-16T14:28:01.070000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Paste; P4.D6.F7; Hernhuter (monastery near Leipzig)paper used as book cover with plain white paper backing; speckled or dribbled design; laid paper; inscription on piece: ""Sterb = Uft fur die Gemeinde. pro 1840""; [printed in black ink on recto of decorated white label affixed to recto]: ""[after fur die Gemeinde]  Heilingenmoschel""; [written in black ink on recto of decorated white label affixed to recto: “[after fur die Gemeinde] Heilingenmoschel""; Barry McKay donated the sheet to Sidney E. Berger and Michele V. Cloonan circa 2002.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.G.2.b; Not signed. Not stamped. Stickered. Not embossed.; Creased corners; small worn areas on recto; creased for binding",Mid 18th century,reformatted digital,"1 book cover (3 images, front, inside view, back); black and white paste paper; 13.75 x 19.50 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12406,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/71/pages/page_0/files/12406a.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/71/pages/page_1/files/12406b.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/71/pages/page_2/files/12406c.jpg,Germany,
"['Printed papers', 'art reproduction', 'endpapers']",7010,Openly accessible,2021-06-16T14:12:41.588000+00:00,Texas A & M University. Libraries,Surface application; Printed; M5.D5.F16; Previously used as an endpaper in a bookbinding; textured surface; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H; Not signed. Not stamped.; Mold spots on recto; paper has been folded into fourths; large tear in one quadrant; edge tears; creased corners.,19th century,reformatted digital,1 sheet of dark purple and pink printed paper; 20.00 x 29.75 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #7010,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/3/pages/page_0/files/07010.jpg,,
"['endpapers', 'Watermarks', 'Laid lines', 'art reproduction']",10294,Openly accessible,2021-06-16T14:15:11.727000+00:00,Texas A & M University. Libraries,Distribution of fibers; Laid; Watermarked; P1.D4.F3; Previously used as an endpaper in a bookbinding; laid; unidentified watermark; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the laid paper and associated watermark(s).; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; II.H; Not signed. Not stamped.; Discolored; edges torn; center torn; fragile,19th century [?],reformatted digital,1 sheet of white laid paper; 4.00 x 6.75 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/","['Watermarks', 'Decorative paper']",Berger-Cloonan #10294,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/15/pages/page_0/files/10294.jpg,,P1.D4.F3.A
"['Random marbled papers', 'endpapers', 'marbled paper', 'Laid lines', 'art reproduction']",7009,Openly accessible,2021-06-16T14:12:27.419000+00:00,Texas A & M University. Libraries,Distribution of fibers; Surface application; Laid; Marbled; M5.D5.F16; Previously used as an endpaper in a bookbinding; laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4; Not signed. Not stamped.; One-third fold; worn areas on recto; creased corner; edge tears; staining on verso.,19th century,reformatted digital,"1 sheet of light blue, dark blue and white marbled paper; 12.25 x 13.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Marbled papers,Berger-Cloonan #7009,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/2/pages/page_0/files/07009.jpg,,
"['art reproduction', 'Laid lines', 'Block-printed papers']",12385,Openly accessible,2021-06-16T14:24:34.258000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F7; Charming colonial village scene with animals; laid paper; Inscription on original piece: ""Acq. L.A. Book Fair 2/14/1998 Apx by gatekend 300-""; Contained in a white folder marked in pencil: ""18th century Printed etc.""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1; Not signed. Not stamped. Not stickered. Not embossed.; Creased; torn; wrinkled; discolored on recto and verso; early repair and repaint to bottom center; repair tape on verso; pinholes",1740,reformatted digital,"1 sheet of brown, orange and cream block-printed paper; 18.00 x 14.50 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12385,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/56/pages/page_0/files/12385.jpg,,
"['Laid lines', 'art reproduction', 'Watermarks']",12371,Openly accessible,2021-06-16T14:22:01.774000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Laid; Watermarked; P4.D6.F7; Laid paper; religious scenes and 2 crest copper plate printed in black ink on recto; used for invitations or broadsides; watermark has bird like figure and filigree with letters above; inscription on piece: ""394 MG 100-ACQ. L.A. Book Fair 2/14/1998""; [written in black ink on verso]: ""3777. 11 October 1935""; [stamped in black in on verso]: ""GEMEENTELIJKE BIBLIOTHEEK ROTTERDAM"" [in a circle around a crest]; Contained in a white folder marked in pencil: 18th century Printed etc.""; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; II.H; Not signed. Not stamped. Not stickered. Not embossed.; Creased; edge tears; wrinkled; stained  and discolored on recto and verso",1800,reformatted digital,1 sheet of cream laid watermarked paper; 5.75 x 22.50 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12371,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/45/pages/page_0/files/12371.jpg,,
"['Laid lines', 'Block-printed papers', 'art reproduction']",12384,Openly accessible,2021-06-16T14:24:20.505000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F7; Charming printed and colored scenes of animals and musicians; laid paper; Inscription on original piece: ""kattumpapier Hollandisch, um 1780 vgl. Haemmerle Farbtat 18 5 [circled] SDB 1086""; Contained in a white folder marked in pencil: ""18th century Printed etc."";  See Haemmerle p. 161 plate 18; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1; Not signed. Not stamped. Not stickered. Not embossed.; Creased; folded at center; small edge tears; slight discoloration recto and verso",1780,reformatted digital,"1 sheet of green, black, gold and cream block-printed paper; 18.25 x 14.75 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12384,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/55/pages/page_0/files/12384.jpg,,
"['art reproduction', 'Gold gilt papers', 'Laid lines']","['12368', '5426']",Openly accessible,2021-06-16T14:21:48.160000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F6; Overall pattern of floral design; gold over white paste; 4 borders; laid paper; [written in pencil on verso]: ""Haemmerle 342a JLAL""; [printed in the block on recto}: ""No. 2 PAULUS REYMUND IN NURNBERG""; Contained in BASSENGE folder; Affixed with white tape at 2 corners to sheet of white, semi-glossy poster board; Part of book cover?; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Bassenge Kunst und Buchauktion (Auction 103, Lot #5426) in 07/2011.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped. Not stickered. Not embossed.; Slightly creased; worn area at center on recto",1785 [?],reformatted digital,"1 sheet of gold, white and cream  printed paper; 14.00 x 16.50 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12368,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/44/pages/page_0/files/12368.jpg,Germany--Nuremberg,
"['Block-printed papers', 'art reproduction']",12420,Openly accessible,2021-06-16T14:31:04.984000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P4.D6.F7; Ream wrapper printed in gold on black paper for DEMOISELLE BATH paper; inscription on piece: ""1840s Letterpaper label $125""; Sidney E. Berger and Michele V. Cloonan purchased the sheet; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1; Not signed. Not stamped. Stickered. Not embossed; Mounted in tan paper that is backed with foam board; covered with clear plastic wrap.",1840s,reformatted digital,1 sheet of gold and black block-printed paper; 14.50 x 12.00 in.,"['StillImage', 'Text']",Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12420,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/84/pages/page_0/files/12420.jpg,,
"['art reproduction', 'Non-patterned Paste papers', 'Laid lines']",12381,Openly accessible,2021-06-16T14:23:39.606000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Paste; P4.D6.F7; Previously used as an endpaper in a bookbinding; Abstract design; laid paper backing on verso on 1 side; inscription on piece: ""Gift of Bernard Middleton c. 1993""; Contained in a white folder marked in pencil: ""18th century Printed etc.""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated the sheet to Sidney E. Berger and Michele V. Cloonan in 1993.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.G.2; Not signed. Not stamped. Not stickered. Not embossed.; Creased and folded at center for book; torn at center fold at top; edge tears; stained and discolored on verso; binding discolored and torn.",1740,reformatted digital,"1 sheet of red, blue, yellow and cream paste paper; 18.00 x 13.75 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12381,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/52/pages/page_0/files/12381.jpg,,
"['Non pareil marbled papers', 'art reproduction']",10297,Openly accessible,2021-06-16T14:15:52.461000+00:00,Texas A & M University. Libraries,Surface application; Marbled; P1.D4.F3; Half bound with marbled paste-down; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Cover cracked and paste-down creased; abraded; edges scuffed; discolored; fragile,19th century [?],reformatted digital,"1 dark red, blue, yellow and white marbled paper and brown leather bookcover; 5.50 x 8.75 in.",StillImage,"['Paper', 'Leather']","No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Marbled papers,Berger-Cloonan #10297,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/18/pages/page_0/files/10297.jpg,,P1.D4.F3.A
"['Non-patterned Paste papers', 'art reproduction']",12404,Openly accessible,2021-06-16T14:27:31.456000+00:00,Texas A & M University. Libraries,Surface application; Paste; P4.D6.F7; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.G.2; Not signed. Not stamped. Not stickered. Not embossed.; Torn; creased; wrinkled; folded; small holes; worn areas on recto; ink stains on verso,Circa 1740,reformatted digital,1 sheet of green and white paste paper; 14.00 x 18.25 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12404,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/69/pages/page_0/files/12404.jpg,,
"['combed marbled papers', 'art reproduction']",10296,Openly accessible,2021-06-16T14:15:38.849000+00:00,Texas A & M University. Libraries,Surface application; Marbled; P1.D4.F3; Leather one side and marbled paper on the other; gold design on edges; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed. Not stamped.; Discolored; edges scuffed; fragile,19th century [?],reformatted digital,"1 dark red, pink, blue, white and gold marbled paper and brown tooled leather bookcover; 4.75 x 7.25 in.",StillImage,"['Paper', 'Leather']","No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Marbled papers,Berger-Cloonan #10296,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/17/pages/page_0/files/10296.jpg,,P1.D4.F3.A
"['Non-patterned Paste papers', 'Laid lines', 'art reproduction']",12403,Openly accessible,2021-06-16T14:27:17.866000+00:00,Texas A & M University. Libraries,Distribution of fibers; Surface application; Laid; Paste; P4.D6.F7; Laid paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.G.2; Not signed. Not stamped. Not stickered. Not embossed.; Creased; wrinkled; folded; small holes; stained on recto; spot stains on verso,Circa 1740,reformatted digital,1 sheet of red and cream paste paper; 13.75 x 18.00 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12403,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/68/pages/page_0/files/12403.jpg,,
"['art reproduction', 'Non-patterned Paste papers']",12399,Openly accessible,2021-06-16T14:26:23.453000+00:00,Texas A & M University. Libraries,Distribution of fibers; Surface application; Laid; Paste; P4.D6.F7; Laid paper; See Haemmerle p. 123; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.G.2; Not signed. Not stamped. Not stickered. Not embossed.; Creased; folded; small holes; stained on recto; 2 pieces joined on verso; ink on verso,Circa 1740,reformatted digital,1 sheet of dark blue and cream paste paper; 14.50 x 22.00 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12399,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/64/pages/page_0/files/12399.jpg,,
"['Block-printed papers', 'Deckled edges', 'Laid lines', 'art reproduction']",12396,Openly accessible,2021-06-16T14:25:42.614000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Deckled; Laid; Printed; P4.D6.F7; Overall geometric pattern with diamond and circle designs; 3 blue borders; varnished finish on recto; laid paper; deckled; inscription on piece: ""Kattunpapier, um 1840 s Hammerle Ex. Slg. Hammerle""; Contained in small folder created by folded sheet of white paper; [written in pencil on recto of folded sheet]: ""Kattundruck von Hand grostencils aus seg Haemmerle""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.C; II.E; VIII.H.1; Not signed. Not stamped. Not stickered. Not embossed.; Torn; center fold line; ink on verso",Circa 1840,reformatted digital,"1 sheet of blue, black, bronze, white and cream block-printed paper; 14.25 x 17.50 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12396,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/61/pages/page_0/files/12396.jpg,,
"['art reproduction', 'Printed papers']",12378,Openly accessible,2021-06-16T14:22:56.256000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P4.D6.F7; Series of 26 images of figures posed to depict an alphabet  No 13.""; hand colored print on light weight wove paper; Inscription on original piece: ""V Stadem Amsterdam +/- 1860""; [written in pencil on verso]: ""1294 MB""; Contained in a white folder marked in pencil: ""18th century Printed etc.""; ; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H; Not signed. Not stamped. Not stickered. Not embossed.; Folded and creased; wrinkled overall; backed with thin sheet of paper; edge tears; repair tape on verso",Circa 1860,reformatted digital,"1 sheet of black, blue, purple, yellow and cream printed paper; 15.50 x 12.00 in.","['StillImage', 'Text']",Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12378,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/49/pages/page_0/files/12378.jpg,Netherlands--Amsterdam,
"['Non pareil marbled papers', 'art reproduction', 'nonpareil marbled paper', 'endpapers']",10300,Openly accessible,2021-06-16T14:16:33.315000+00:00,Texas A & M University. Libraries,Surface application; Marbled; P1.D4.F3; Previously used as an endpaper in a bookbinding; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Curled; fragile,19th century [?],reformatted digital,"1 sheet of dark red, light blue, green, pink and white marbled paper; 8.50 x 11.25 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Marbled papers,Berger-Cloonan #10300,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/21/pages/page_0/files/10300.jpg,,P1.D4.F3.A
"['Gold gilt papers', 'Laid lines', 'art reproduction']","['12312', '5428']",Openly accessible,2021-06-16T14:20:25.766000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F2; Overall pattern of diamond and oval design; gold over carmine paste; laid paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Bassenge Kunst und Buchauktion (Auction 98, Lot #5428) in 12/2011; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped.",Circa 1790 [?],reformatted digital,"1 sheet of red, gold and off-white Dutch gilt paper; 14.50 x 17.75 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12312,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/38/pages/page_0/files/12312.jpg,,
"['endpapers', 'art reproduction', 'Zebra marbled papers']",10299,Openly accessible,2021-06-16T14:16:19.656000+00:00,Texas A & M University. Libraries,Surface application; Marbled; P1.D4.F3; Previously used as an endpaper in a bookbinding; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.i; Not signed. Not stamped.; Discolored; curling; edges chipped and torn; fragile,19th century [?],reformatted digital,"1 sheet of dark red, blue, yellow and white marbled paper; 6.25 x 10.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Marbled papers,Berger-Cloonan #10299,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/20/pages/page_0/files/10299.jpg,,P1.D4.F3.A
"['Deckled edges', 'Laid lines', 'art reproduction', 'Block-printed papers']",12391,Openly accessible,2021-06-16T14:25:28.917000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Deckled; Laid; Printed; P4.D6.F7; Overall lace-like pattern with repeating rows of design; 3 blue borders; laid paper; deckled; highly varnished finish on recto; inscription on piece: ""kattunpapier Werkdeutsche um 1770s, Hammerle Abb. 129ex Slg Hammerle""; Contained in small folder created by folded sheet of white paper, [written in pencil on recto of folded sheet] ""Kattundruck von Hand grostencils aus seg Haemmerle""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.C; II.E; VIII.H.1; Not signed. Not stamped. Not stickered. Not embossed.; Creased; fold line at center; ink on verso",Circa 1770,reformatted digital,"1 sheet of blue, white, black and cream block-printed paper; 13.50 x 18.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12391,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/60/pages/page_0/files/12391.jpg,,
"['Block-printed papers', 'art reproduction']",12421,Openly accessible,2021-06-16T14:31:18.723000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P4.D6.F7; Ream wrapper printed in red and gold inks for English letter paper; inscription on piece: ""1530 - P SAB 886 95.-"" [written in black in on verso]:""Gazette de Leyde 1788 bufbr. suppl. 11. 42 m. 5. 44/46 m. G. 40 m. G.""; [written in pencil on verso]: ""g5 - 104""; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1; Not signed. Not stamped. Not stickered. Not embossed.; Creased; wrinkled; torn; stained and discolored on recto and verso; adhesive remnants on recto and verso",Circa 1850,reformatted digital,"1 sheet of red, gold and tan block-printed paper; 17.25 x 23.50 in.","['Text', 'StillImage']",Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12421,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/85/pages/page_0/files/12421.jpg,England,
"['Gold gilt papers', 'Laid lines', 'art reproduction']","['12308', '5426']",Openly accessible,2021-06-16T14:19:30.799000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F2; Overall pattern of 6 rows of workers and their professions; gold over brown paste; laid paper; Contained in BASSENGE folder; Not in Haemmerle?; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Bassenge Kunst und Buchauktion (Auction 98, Lot #5426) in 08/2011.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped.; Side tear",Circa 1750,reformatted digital,"1 sheet of brown, gold and off-white Dutch gilt paper; 13.25 x 15.50 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Decorative paper,Berger-Cloonan #12308,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/34/pages/page_0/files/12308.jpg,,
