medium,identifier,content_type,rights_statement,access_rights,extent,title,format,genre_form_local,description,subject_local,date_digital_creation,date_created,digital_publisher,Image,contributor,geographic_subject_local
Paper,8242,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of pink, blue, yellow, black and white marbled paper; 8.25 x 10.50 in.",Berger-Cloonan #8242,reformatted digital,endpapers|nonpareil marbled paper|art reproduction,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""6/88 01-1-"", ""Portr. 415, B-I4, K2/W2, B-E4 Lacks 1/2 title""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.",Marbled papers,2021-06-16T15:40:02.149000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/184/pages/page_0/files/08242.jpg,,
Paper,1344,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of magenta, brown, purple, black and white printed paper; 17.00 x 27.00  in.",Berger-Cloonan #1344,reformatted digital,gift wrap|art reproduction,"Surface application; Printed; M4.D2.F5; Pattern resembles nonpareil marbling; varnished surface; Inscription on original piece: ""aschoffenberg""; Karli Frigge donated the sheet to Sidney E. Berger and Michele V. Cloonan.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.3; Not signed. Not stamped. Not stickered. Not embossed.; Somewhat torn along edge; slightly yellowed",Gift wraps,2021-06-16T14:59:04.663000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/5/pages/page_0/files/01344.jpg,Aschoffenberg,Germany
Paper,8308,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, gray, black and white marbled paper; 6.75 x 10.25 in.",Berger-Cloonan #8308,reformatted digital,art reproduction|endpapers|Spanish random marbled papers,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""F8.""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.e; Not signed. Not stamped.; One rough edge; several tiny tears into edges; line of tiny brown dots on verso.",Marbled papers,2021-06-16T15:55:07.872000+00:00,19th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/250/pages/page_0/files/08308.jpg,,
Paper,7007,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, red, yellow, black and white marbled paper; 9.00 x 14.25 in.",Berger-Cloonan #7007,reformatted digital,art reproduction|Stormont marbled paper|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; semi-glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped. Not stickered. Not embossed.; Creased and torn corners and edges; slightly yellowed and stained on verso.,Marbled papers,2021-06-16T15:29:18.533000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/137/pages/page_0/files/07007.jpg,,
Paper,1352,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,1 sheet of silver and white embossed paper; 19.50 x 28.00 in.,Berger-Cloonan #1352,reformatted digital,embossed prints|art reproduction,"Surface treated; Embossed; M4.D2.F5; Pattern resembles lattice; Inscription on original piece: ""aschoffenberg""; Karli Frigge donated the sheet to Sidney E. Berger and Michele V. Cloonan.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: IX.D; Not signed. Not stamped. Not stickered. Not embossed.; Bubble along edge",Decorative paper,2021-06-16T15:00:57.755000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/13/pages/page_0/files/01352.jpg,Aschoffenberg,Germany
Paper,8291,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of pink, blue, brown, tan and white marbled paper; 8.25 x 10.50 in.",Berger-Cloonan #8291,reformatted digital,art reproduction|curl marbled paper|endpapers|Chevron marbled papers,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.b; Not signed. Not stamped.; One rough edge; faded.,Marbled papers,2021-06-16T15:51:14.205000+00:00,19th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/233/pages/page_0/files/08291.jpg,,
Paper,8208,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of green, brown, black and white marbled paper; 5.25 x 8.50 in.",Berger-Cloonan #8208,reformatted digital,art reproduction|nonpareil marbled paper|endpapers,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Verso stained.,Marbled papers,2021-06-16T15:32:58.701000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/153/pages/page_0/files/08208.jpg,,
Paper,8231,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of dark red, blue and white marbled paper; 4.25 x 6.75 in.",Berger-Cloonan #8231,reformatted digital,art reproduction|nonpareil marbled paper|endpapers,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""C.Dh Baldwin,"" ""B.J. Boel""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.",Marbled papers,2021-06-16T15:37:31.939000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/173/pages/page_0/files/08231.jpg,,
Paper,8307,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, red, yellow, dark green and white marbled paper; 8.50 x 10.50 in.",Berger-Cloonan #8307,reformatted digital,marbled paper|Random marbled papers|art reproduction|endpapers,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped.; One rough edge.,Marbled papers,2021-06-16T15:54:54.145000+00:00,19th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/249/pages/page_0/files/08307.jpg,,
Paper,6956,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of light green, dark blue, red and white marbled paper; 10.25 x 12.75 in.",Berger-Cloonan #6956,reformatted digital,Spanish random marbled papers|spanish marbled paper|art reproduction|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.e; Not signed. Not stamped. Not stickered. Not embossed.; Corner missing; 2.00 tear; creased.,Marbled papers,2021-06-16T15:17:39.649000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/86/pages/page_0/files/06956.jpg,,
Paper,8275,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,1 sheet of orange and white printed paper; 4.25 x 6.75 in.,Berger-Cloonan #8275,reformatted digital,art reproduction|Printed papers,"Surface application; Printed; C2.B4; Criss-crossing fine, wavy orange lines; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H; Not signed. Not stamped.; Minor spots and discoloration; one rough edge; small area of printed text offset on verso.",Marbled papers,2021-06-16T15:47:34.603000+00:00,19th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/217/pages/page_0/files/08275.jpg,,
Paper,6995,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of light green, red, yellow, black and white marbled paper; 9.50 x 14.00 in.",Berger-Cloonan #6995,reformatted digital,Stormont marbled paper|art reproduction|endpapers,"Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; heavy weight paper; Inscription on original piece: ""587""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Yellowed and stained on verso; edge tear; creased corners; worn area on recto; wrinkling.",Marbled papers,2021-06-16T15:26:33.972000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/125/pages/page_0/files/06995.jpg,,
Paper,1348,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, black and orange embossed paper; 19.75 x 28.50  in.",Berger-Cloonan #1348,reformatted digital,art reproduction|embossed prints,Surface treated; Embossed leatherette paper; M4.D2.F5; Pattern resembles snake skin; sheet printed in red with black on raised areas; Karli Frigge donated the sheet to Sidney E. Berger and Michele V. Cloonan.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: IX.D.2; Not signed. Not stamped. Not stickered. Not embossed.; Slightly bent edges,Decorative paper,2021-06-16T15:00:01.246000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/9/pages/page_0/files/01348.jpg,,
Paper,8312,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, red, pink, yellow, black and white marbled paper; 4.75 x 7.00 in.",Berger-Cloonan #8312,reformatted digital,Stone marbled papers|agate marbled paper|art reproduction|endpapers|Laid lines,"Distribution of fibers; Surface application; Laid; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Laid paper; Inscription on original piece: ""f""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4.f; Not signed. Not stamped.; One rough edge; edges discolored; remnants of binding thread.",Marbled papers,2021-06-16T15:56:03.053000+00:00,19th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/254/pages/page_0/files/08312.jpg,,
Paper,8196,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, blue, green, yellow and white marbled paper; 5.25 x 7.25 in.",Berger-Cloonan #8196,reformatted digital,art reproduction|endpapers|nonpareil marbled paper,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""/2/2I 30""; Accompanied by two blank sheets of laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.",Marbled papers,2021-06-16T15:30:14.043000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/141/pages/page_0/files/08196.jpg,,
Paper,8219,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of dark red, blue, yellow and white marbled paper; 6.25 x 10.00 in.",Berger-Cloonan #8219,reformatted digital,art reproduction|endpapers|nonpareil marbled paper,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Adhesive residue on verso.,Marbled papers,2021-06-16T15:34:47.907000+00:00,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/161/pages/page_0/files/08219.jpg,,
Paper,8295,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of pink, black, yellow and white marbled paper; 8.25 x 10.00 in.",Berger-Cloonan #8295,reformatted digital,marbled paper|Random marbled papers|art reproduction|endpapers,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped.; Bent corner; one rough edge; lightly foxed.,Marbled papers,2021-06-16T15:52:09.209000+00:00,19th century [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/237/pages/page_0/files/08295.jpg,,
