dc_format,dcterms_spatial,ldp_contains,dc_rights,dcterms_abstract,dcterms_isPartOf,fedora_created,dc_contributor,fedora_lastModified,fedora_hasParent,dc_type,dc_title,dc_subject,dc_language,dcterms_extent,fedora_writable,dc_description,fedora_createdBy,dcterms_type,dc_creator,dcterms_created,fedora_lastModifiedBy,files
reformatted digital,"Cherokee Nation, Oklahoma|Washington (D. C.)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/21/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/21/pages,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Envelope that contained documents relating to the denial of the ""John Barnes et al."" application for citizenship in the Cherokee Nation by the Commission to the Five Civilized Tribes. It is stamped with the message ""Refused. Action approved by Secretary of Interior, Jun 21, 1904.""","1/3: Barnes Family, R-422. 1901, 1905",2025-08-14T18:11:45.503000+00:00,United States. Commission to the Five Civilized Tribes,2025-08-14T18:11:45.503000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,John Barnes et al.: [Envelope for documents of a denied case for Cherokee Freedmen enrollment],"Children of freed persons|African Americans|Cherokee Indians--Tribal citizenship|Freed persons|Barnes, John|Governmental investigations",eng,1 envelope,false,"The enveloped is stamped ""Cherokee Freedman, R 422"" with a handwritten note: ""See Cher[okee] Fr[eedmen nos R418-19-20-21, R423 to R431 both inc[luded].""",fedoraAdmin,Text,United States. Department of the Interior,1904-06-21,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/21/pages/page_0/files/1-3_Barnes_Family_0001_0001.jp2
reformatted digital,"Cherokee Nation, Oklahoma|Washington (D. C.)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/166/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/166/orderProxies,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","A. C. Tonner, Acting Commissioner to the Office of Indian Affairs, informs the Secretary of the Interior that there is conflicting evidence about whether Phyllis Whitmire, a formerly enslaved African American, returned to the Cherokee Nation within the timeframe specified by the treaty of 1866 after the end of the Civil War.  Her name is also not found on the authenticated Cherokee tribal roll of 1880, but appears in the Kerns-Clifton roll and Wallace rolls. The testimonial evidence that she did not return within six months after this treaty appear to be ""largely guess-work"" on the part of witnesses who testified. Tonner also questions placing the burden of proof on the applicant. He recommends that the case be returned to the Commission to the Five Civilized Tribes and that the Commission explain the reasoning behind their decision to deny her application.","1/28: Whitmire, Phyllis, R-354. 1904",2025-08-14T18:11:01.599000+00:00,"Tonner, A. C.",2025-08-14T18:11:01.599000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,"[Phyllis Whitmire case]: Letter from A. C. Tonner, Acting Commissioner of Indian Affairs to the Secretary of the Interior, Washington, February 6, 1904","Governmental investigations|Burden of proof|Migration, Internal--United States|Cherokee Indians--Legal status, laws, etc.|Cherokee Indians--Census, 1880|Wallace rolls|African American women|American Civil War (United States : 1861-1865)|Kerns-Clifton roll|African Americans|Whitmire, Phyllis|Cherokee Indians--Tribal citizenship|Treaty with the Cherokee (1866 July 19)|Freed persons",eng,4 pages,false,"Typewritten at the top: ""Land 47870-1903.; Copy.""",fedoraAdmin,Text,United States. Office of Indian Affairs,1904-02-06,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/166/pages/page_0/files/1-28WhitmirePhyllis_0002_0001.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/166/pages/page_1/files/1-28WhitmirePhyllis_0002_0002.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/166/pages/page_2/files/1-28WhitmirePhyllis_0002_0003.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/166/pages/page_3/files/1-28WhitmirePhyllis_0002_0004.jp2
reformatted digital,"Cherokee Nation, Oklahoma|Washington (D. C.)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/113/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/113/orderProxies,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","A.C. Tonner, the Acting Commissioner to the Office of Indian Affairs, recommends that the  decision of the Commission to the Five Civilized Tribes to deny Robert Mayfield's application for enrollment as a Cherokee Freedman by approved by the Secretary of the Interior. He explains the reasoning behind this decision, citing evidence from a report from the Commission (originally enclosed with the letter).  Robert Mayfield's former enslaver, a Cherokee citizen, was found to have moved to Texas in 1847 and was readmitted as a citizen in 1880. Robert Mayfield did not return to the Cherokee Nation until 1867 and was not found in the authenticated 1880 Cherokee tribal roll.","1/15: Mayfield, Robert, R-357. 1903-1904",2025-08-14T18:07:47.588000+00:00,"Tonner, A. C.",2025-08-14T18:07:47.588000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,"[Robert Mayfield case]: Letter from A.C. Tonner, Acting Commissioner of Indian Affairs to the Secretary of the Interior, Washington, May 18, 1904","Cherokee Indians--Census, 1880|African Americans|Cherokee Indians--Tribal citizenship|Mayfield, Robert|United States. Commission to the Five Civilized Tribes|Indian slaveholders|Freed persons|Migration, Internal--Southern States|Enslaved persons|Governmental investigations",eng,1 page,false,"Typewritten at the top of the letter: ""Land 30809-1904.; Copy.""",fedoraAdmin,Text,United States. Office of Indian Affairs,1904-05-18,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/113/pages/page_0/files/1-15MayfieldRobert_0006_0001.jp2
reformatted digital,"Oklahoma--Muskogee (Indian Territory)|Cherokee Nation, Oklahoma|Oklahoma--Vian (Indian Territory)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/172/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/172/pages,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","C. R. Breckinridge, Commissioner in Charge to the Five Civilized Tribes, informs Ruthie Wright of the Commission's decision to deny the application for herself and her four minor children (Henry,  Nora, Minnie, and Anna Wright) to be enrolled as Cherokee Freedmen. A copy of the official decision was originally enclosed with this letter, and Ruthie is informed that a copy of this decision and proceedings of her case has been sent to her attorney, D.M. Wisdom of Muskogee, Indian Territory, as well as the Secretary of the Interior for his review and final approval.","1/30: Wright, Ruthie, et al., R-397. 1904-1906",2025-08-14T18:11:16.795000+00:00,"Breckinridge, Clifton Rodes, 1846-1932",2025-08-14T18:11:16.795000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,"[Ruthie Wright et al. case]: Letter from C. R. Breckinridge, Commissioner in  Charge to the Five Civilized Tribes, to Ruthie Wright, Vian, Indian Territory, March 16, 1904","Freed persons|Wisdom, D. M.|United States. Department of the Interior|Governmental investigations|Wright, Ruthie|Wright, Nora|Children of freed persons|Wright, Anna|African American women|African Americans|Wright, Henry|Wright, Minnie|Cherokee Indians--Tribal citizenship",eng,1 page,false,"The letter is addressed from ""Muskogee, Indian Territory.""|Typewritten at the top: ""Cherokee F. D-185.""",fedoraAdmin,Text,United States. Commission to the Five Civilized Tribes,1904-03-16,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/172/pages/page_0/files/1-30WrightRuthie_0002_0001.jp2
reformatted digital,"Arkansas--Fort Smith|Oklahoma--Muskogee (Indian Territory)|Oklahoma--Goingsnake District (Indian Territory)|Cherokee Nation, Oklahoma|Washington (D. C.)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/31/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/31/orderProxies,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Letter from E.A. Hitchcock, Secretary of Interior, informing the Commission that the Department has granted a motion filed by attorneys Neal and London of Fort Smith, Arkansas to re-open the case of Martha Albert et al. Although her application for enrollment as a Cherokee Freedman was previously denied, new evidence has emerged that suggests that Johnson Whitmire may have enslaved two women named Martha"" in Goingsnake District with divergent personal histories. Six other documents were originally enclosed with this letter, including the motion.","1/3: Barnes Family, R-422. 1901, 1905",2025-08-14T18:12:28.873000+00:00,"Hitchcock, Ethan Allen, 1835-1909",2025-08-14T18:12:28.873000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,"[Martha Albert et al. case]: Letter from E.A. Hitchcock, Secretary of the Interior to the Commission to the Five Civilized Tribes about Martha Albert's Cherokee Freedmen case, Washington, March 25, 1905","Children of freed persons|African American women|Albert, Martha|African Americans|Cherokee Indians--Tribal citizenship|United States. Commission to the Five Civilized Tribes|Indian slaveholders|Freed persons|Enslaved persons|Governmental investigations",eng,2 pages,false,"""I.T.D. 1332-1905.""|""D.C. 16475-1905.""|Letter is addressed to the Commission to the Five Civilized Tribes at ""Muskogee, Indian Territory.""",fedoraAdmin,Text,United States. Department of the Interior,1905-03-25,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/31/pages/page_0/files/1-3_Barnes_Family_0011_0001.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/31/pages/page_1/files/1-3_Barnes_Family_0011_0002.jp2
reformatted digital,"Oklahoma--Muskogee (Indian Territory)|Cherokee Nation, Oklahoma",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/162/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/162/pages,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","The official decision of the Commissioner to the Five Civilized Tribes to deny the applications in the consolidated case of Katie Vann et al.  The application of Katie Vann, the daughter of formerly enslaved African Americans, for Cherokee Freedmen enrollment for herself and nine of her children (Lou, Robert, Granville, Areminta, Lydia, Florence, Dollie, George, and Ethel Vann) had previously been denied, as it was not proven that Katie's parents had complied with provisions in the ""treaty of 1866"" to return to the Cherokee Nation within six months after the end of the Civil War. Ray and Tessey Vann, also children of Katie Vann, later applied in 1906. None of the applicants could be identified on the Cherokee authenticated tribal roll of 1880 or on any other roll. It is decided that this case will be denied according to provisions in the ""Act of Congress approved April 26, 1906 (34 Stat. 137),"" also known as: ""An act to provide for the final disposition of the affairs of the Five Civilized Tribes in the Indian Territory, and for other purposes.""","1/27: Vann, Katie, et al., R-349. 1902, 1907",2025-08-14T18:10:47.128000+00:00,"Bixby, Tams, 1854-1922",2025-08-14T18:10:47.128000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,"Decision: in the matter of the applications for the enrollment of Katie Vann, et al., as Cherokee Freedmen","Vann, Lydia|Children of freed persons|Vann, Ray|Cherokee Indians--Census, 1880|Vann, Katie|African American women|Vann, Tessey|American Civil War (United States : 1861-1865)|African Americans|United States. Act to provide for the final disposition of the affairs of the Five Civilized Tribes in the Indian Territory, and for other purposes|Cherokee Indians--Tribal citizenship|Vann, Lou|Vann, George|Treaty with the Cherokee (1866 July 19)|Freed persons|Vann, Dollie|Vann, Granville|Vann, Florence|Vann, Areminta|Governmental investigations|Cherokee Indians--Legal status, laws, etc.|Vann, Ethel",eng,2 pages,false,"The word ""COPY"" is stamped at the top of the document.|Appearing at the top: ""Cherokee freedmen R. 349 [originally R. 339]; Cherokee F.N.B. 426; G.H.L."" The number ""339"" has been crossed out and replaced by a handwritten ""349.""",fedoraAdmin,Text,United States. Commission to the Five Civilized Tribes,1907-02-28,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/162/pages/page_0/files/1-27VannKatie_0004_0001.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/162/pages/page_1/files/1-27VannKatie_0004_0002.jp2
reformatted digital,"Cherokee Nation, Oklahoma|Washington (D. C.)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/57/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/57/pages,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Letter from Thos Ryan, Acting Secretary of the Interior, informing the Commission that it affirms the Acting Commissioner of Indian Affairs recommendation to deny the applications of Susan Harlin, Elizabeth Blue, and Calvin Blue for enrollment as Cherokee Freedmen.","1/8: Harlin, Susan, et al., R-352. 1901, 1904",2025-08-14T18:14:06.922000+00:00,"Ryan, Thomas, 1837-1914",2025-08-14T18:14:06.922000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,"[Susan Harlin et al. case]: Letter from Thos Ryan, the Acting Secretary of the Interior, to the Commission to the Five Civilized Tribes, Washington, May 23, 1904","Children of freed persons|United States. Office of Indian Affairs|African American women|African Americans|Cherokee Indians--Tribal citizenship|Harlin, Susan|Freed persons|Governmental investigations|Blue, Calvin|Blue, Elizabeth",eng,1 page,false,"""D. C. 17594-1904.; I.T.D. 4068-1904.""|The initials ""JP"", ""WCF"" and ""FHE"" appear at the top of the document.|Letter is addressed to the Commission of the Five Civilized Tribes, Muskogee, Indian Territory.",fedoraAdmin,Text,United States. Department of the Interior,1904-05-23,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/57/pages/page_0/files/1-8HarlinSusan_0002_0001.jp2
reformatted digital,"Oklahoma--Vinita (Indian Territory)|Cherokee Nation, Oklahoma|Kansas--Garnett",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/149/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/149/pages,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","The last two pages of a hearing containing testimony by William Ray and Harry Still (who was recalled as a witness) for the Cherokee Nation in Katie Thornton's case  (C.F.D. 578) for the enrollment of herself and her two minor children as Cherokee Freedmen. William Ray testifies that he knew Katie and her husband Henry Thornton when they had lived in Garnett, Kansas, but could not remember their children. He claims that Katie and Henry left for the Cherokee Nation with his sister and his brother-in-law, John Tyler, in 1871. Harry Still testifies about the name of Katie's husband, his occupation, and that confirms that Henry had been disabled.","1/24: Thornton, Katie, D-581, R-581. 1901",2025-08-14T18:09:58.312000+00:00,"Rosson, J. O. (John O.)|Von Weise, Chas.|Still, Harry|Breckinridge, Clifton Rodes, 1846-1932|Hastings, William Wirt, 1866-1938|Needles, T. B. (Thomas. B.), 1835-1914|Ray, William",2025-08-14T18:09:58.312000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Interviews,"[Katie Thornton et al. case]: [Incomplete copy of testimonies], Department of the Interior, Commission to the Five Civilized Tribes, Vinita, I. T., October 26, 1901","Men with disabilities|Children of freed persons|African American women|African Americans|Cherokee Indians--Tribal citizenship|Freed persons|Thornton, Katie|Governmental investigations|Thornton, Henry|Migration, Internal--United States",eng,2 pages (1st page missing),false,"""This will be filed in the original application in Cherokee Freedman Doubtful cases, D-578; D-579; D-580; D-581; D-582 and D-583.""--last page.|Interviewers: T. B. Needles (Commissioner), W. W. Hastings (Attorney for Cherokee Nation), Edgar Smith (Attorney for the applicants); Interviewees: William Ray, harry Still|The number ""FD-580"" is handwritten on the back.|Signed by Chas von  Weise (Stenographer) and C.R. Breckinridge (Commissioner).",fedoraAdmin,Text,United States. Commission to the Five Civilized Tribes,1901-10-26,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/149/pages/page_0/files/1-24_Thorntorn_Katie_0002_0001.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/149/pages/page_1/files/1-24_Thorntorn_Katie_0002_0002.jp2
reformatted digital,"Oklahoma--Muskogee (Indian Territory)|Cherokee Nation, Oklahoma|Washington (D. C.)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/19/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/19/orderProxies,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Thomas Ryan, the acting secretary of the U.S. Department of the Interior, informs the Commission that its decision to reject George Alberty's application for enrollment in the Cherokee Nation has been recommended for approval by the Indian Office. He also states that the Department of the Interior agrees with this recommendation.","1/2: Alberty, George, R-350. 1902, 1905",2025-08-14T18:11:38.884000+00:00,"Ryan, Thomas, 1837-1914",2025-08-14T18:11:38.884000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,"[George Alberty case]: Letter from Thomas Ryan, Acting Secretary of the Interior, to the Commission to the Five Civilized Tribes, Muskogee, Indian Territory, August 5, 1905 [2 copies]","Children of freed persons|United States. Office of Indian Affairs|Alberty, George|African Americans|Cherokee Indians--Tribal citizenship|United States. Department of the Interior|Governmental investigations",eng,1 page (2 copies),false,"Typewritten at the top of the page: ""(Copy).; Y. P., FHE.; I. T. D. 3546-1905.; L. R. S.""|""No. 38292-1905 appears n the back of the pages.",fedoraAdmin,Text,United States. Department of the Interior,1905-08-05,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/19/pages/page_0/files/1-2AlbertyGeorge_0004_0001.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/19/pages/page_1/files/1-2AlbertyGeorge_0004_0002.jp2
reformatted digital,"Cherokee Nation, Oklahoma|Washington (D. C.)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/140/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/140/pages,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","Envelope that contained the documents relating to the denial of Freeman Rowe's application for citizenship in the Cherokee Nation by the Commission to the Five Civilized Tribes. It is stamped ""Refused. Action approved by Secretary of the Interior, May 27, 1904.""","1/22: Rowe, Freeman. 1904",2025-08-14T18:09:22.490000+00:00,United States. Commission to the Five Civilized Tribes,2025-08-14T18:09:22.490000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,Freeman Rowe: [Envelope for documents of a denied case for Cherokee Freedmen enrollment],"Freed persons|Governmental investigations|Rowe, Freeman|African Americans|Cherokee Indians--Tribal citizenship",eng,1 envelope,false,United States Department of the Interior,fedoraAdmin,Text,United States. Department of the Interior,1904-05-27,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/140/pages/page_0/files/1-22RoweFreeman_0001_0001.jp2
reformatted digital,"Oklahoma--Muskogee (Indian Territory)|Cherokee Nation, Oklahoma|Washington (D. C.)",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/98/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/98/orderProxies,"No Copyright - United States; For more information, see: http://rightsstatements.org/vocab/NoC-US/1.0/","The Secretary of the Interior, E. A. Hitchcock, writes to the Commission to the Five Civilized Tribes, approving of the Commission's decision to reject the applications of Sallie Mayfield's family for enrollment as Cherokee Freedmen. This includes the applications of Sallie, Thomas, Milert, Houston, John, Cornelia, Fannie, Hattie, Emmett, Thomas, Leonard, Emberry and Sallie Mayfield.  A copy of a letter from the Acting Commission of Indian Affairs recommending the denial of these cases was originally enclosed with this letter.","1/14: Mayfield Family. Sallie (D-91, R-407), Thomas, et al. (D-124, R-408), Emberry, et al. (D-131, R-409). 1901, 1904",2025-08-14T18:17:15.382000+00:00,"Hitchcock, Ethan Allen, 1835-1909",2025-08-14T18:17:15.382000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects,Correspondence,"[Sallie Mayfield et al. case]: Letter from E. A. Hitchcock, Secretary of the Interior, to the Commission to the Five Civilized Tribes, Washington, June 21, 1904 [2 copies]","African American women|African Americans|Cherokee Indians--Tribal citizenship|Freed persons|Mayfield, Emberry|Governmental investigations|Mayfield, Thomas|Mayfield, Sallie|Children of freed persons",eng,1 page (2 copies),false,"Typewritten at the top of the letter: ""D.C. 21476-1904., I.T.D. 4880-1904., LRS.; W.C.F., J.P., FHE.""",fedoraAdmin,Text,United States. Department of the Interior,1904-06-21,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/98/pages/page_0/files/1-14MayfieldFamily_0006_0001.jp2|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/cherokee-freedmen-corrected_objects/98/pages/page_1/files/1-14MayfieldFamily_0006_0002.jp2
