field_name,collection,csv_file
fedora_writable,brazos-maps,brazos-maps.csv
dcterms_type,brazos-maps,brazos-maps.csv
fedora_lastModified,brazos-maps,brazos-maps.csv
dc_subject,brazos-maps,brazos-maps.csv
dc_creator,brazos-maps,brazos-maps.csv
dc_rights,brazos-maps,brazos-maps.csv
fedora_hasParent,brazos-maps,brazos-maps.csv
dcterms_issued,brazos-maps,brazos-maps.csv
fedora_createdBy,brazos-maps,brazos-maps.csv
tamudigital_local/coordinates,brazos-maps,brazos-maps.csv
fedora_lastModifiedBy,brazos-maps,brazos-maps.csv
files,brazos-maps,brazos-maps.csv
dc_contributor,brazos-maps,brazos-maps.csv
dcterms_created,bryan-150,bryan-150.csv
ldp_contains,bryan-150,bryan-150.csv
fedora_hasParent,bryan-150,bryan-150.csv
dc_subject,bryan-150,bryan-150.csv
fedora_created,bryan-150,bryan-150.csv
dcterms_isPartOf,bryan-150,bryan-150.csv
fedora_writable,bryan-150,bryan-150.csv
dc_creator,bryan-150,bryan-150.csv
tamudigital_local/details,bryan-150,bryan-150.csv
fedora_createdBy,bryan-150,bryan-150.csv
fedora_lastModifiedBy,bryan-150,bryan-150.csv
dc_format,bryan-150,bryan-150.csv
dc_title,bryan-150,bryan-150.csv
dc_type,bryan-150,bryan-150.csv
dc_rights,bryan-150,bryan-150.csv
dcterms_type,bryan-150,bryan-150.csv
dcterms_spatial,bryan-150,bryan-150.csv
fedora_lastModified,bryan-150,bryan-150.csv
dcterms_extent,bryan-150,bryan-150.csv
dc_description,bryan-150,bryan-150.csv
dc_abstract,bryan-150,bryan-150.csv
files,bryan-150,bryan-150.csv
dc_publisher,bryan-150,bryan-150.csv
dc_subject,charting-texas,charting-texas.csv
dc_title,charting-texas,charting-texas.csv
dc_language,charting-texas,charting-texas.csv
dcterms_spatial,charting-texas,charting-texas.csv
dc_format,charting-texas,charting-texas.csv
dc_identifier,charting-texas,charting-texas.csv
dcterms_issued,charting-texas,charting-texas.csv
fedora_lastModifiedBy,charting-texas,charting-texas.csv
dc_coverage,charting-texas,charting-texas.csv
ldp_contains,charting-texas,charting-texas.csv
dcterms_lcc,charting-texas,charting-texas.csv
dc_rights,charting-texas,charting-texas.csv
fedora_lastModified,charting-texas,charting-texas.csv
fedora_createdBy,charting-texas,charting-texas.csv
fedora_hasParent,charting-texas,charting-texas.csv
fedora_created,charting-texas,charting-texas.csv
fedora_writable,charting-texas,charting-texas.csv
dc_description,charting-texas,charting-texas.csv
dcterms_type,charting-texas,charting-texas.csv
files,charting-texas,charting-texas.csv
dc_contributor,charting-texas,charting-texas.csv
dc_creator,charting-texas,charting-texas.csv
dc_format,cherokee-freedmen-corrected,cherokee-freedmen-corrected.csv
dcterms_spatial,cherokee-freedmen-corrected,cherokee-freedmen-corrected.csv
ldp_contains,cherokee-freedmen-corrected,cherokee-freedmen-corrected.csv
dc_rights,cherokee-freedmen-corrected,cherokee-freedmen-corrected.csv
dcterms_abstract,cherokee-freedmen-corrected,cherokee-freedmen-corrected.csv
dcterms_isPartOf,cherokee-freedmen-corrected,cherokee-freedmen-corrected.csv
fedora_created,cherokee-freedmen-corrected,cherokee-freedmen-corrected.csv
dc_contributor,cherokee-freedmen-corrected,cherokee-freedmen-corrected.csv
