dc_identifier,ldp_contains,dc_language,dcterms_spatial,fedora_created,dc_format,dc_title,fedora_writable,dcterms_type,fedora_lastModified,dc_subject,dc_creator,dc_rights,fedora_hasParent,dcterms_issued,fedora_createdBy,tamudigital_local/coordinates,fedora_lastModifiedBy,files,dc_contributor
5376502,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/15/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/15/orderProxies,eng,College Station (Tex.),2021-12-23T16:38:03.289000+00:00,application/tif|reformatted digital,Texas A & M University campus parking: 2003-2004,false,StillImage,2021-12-23T16:38:03.289000+00:00,Texas A & M University Parking--Maps|Texas A & M University--Maps,Texas A & M University Transportation Services,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,2003,fedoraAdmin,(W 96°21ʹ47ʺ--W 96°19ʹ22ʺ/N 30°37ʹ40ʺ--N 30°35ʹ32ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/15/pages/page_0/files/5376502.tif,
5376659,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/25/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/25/orderProxies,eng,College Station (Tex.),2021-12-23T16:40:36.817000+00:00,application/tif|reformatted digital,Texas A&M University [Parking Map]: 1994-1995,false,StillImage,2021-12-23T16:40:36.817000+00:00,Texas A & M University--Maps|Texas A & M University Parking--Maps,"Texas A & M University. Department of Parking, Transit & Traffic Services","A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1994,fedoraAdmin,(W 96°21ʹ57ʺ--W 96°19ʹ26ʺ/N 30°37ʹ53ʺ--N 30°36ʹ01ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/25/pages/page_0/files/5376659_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/25/pages/page_1/files/5376659_b.tif,
4019748,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/12/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/12/orderProxies,eng,College Station (Tex.),2021-12-23T16:37:18.814000+00:00,application/tif|reformatted digital,Texas A&M University [Parking Map]: 1998-1999,false,StillImage,2021-12-23T16:37:18.814000+00:00,Texas A & M University--Maps|Texas A & M University Parking--Maps,"Texas A & M University. Department of Parking, Traffic & Transportation Services","A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1999,fedoraAdmin,(W 96°21ʹ32ʺ--W 96°19ʹ26ʺ/N 30°37ʹ53ʺ--N 30°36ʹ15ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/12/pages/page_0/files/4019748_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/12/pages/page_1/files/4019748_b.tif,
1584454,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/11/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/11/pages,eng,Brazos County (Tex.)|College Station (Tex.),2021-12-23T16:37:01.716000+00:00,application/tif|reformatted digital,"Map of Brazos Co, Texas",false,StillImage,2021-12-23T16:37:01.716000+00:00,Landowners--Texas--Brazos County--Maps|Real property--Texas--Brazos County--Maps,Texas General Land Office,A copyright review process in November 2020 has determined that this particular item is in the public domain. http://rightsstatements.org/vocab/NoC-US/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1879,fedoraAdmin,(W 96°21ʹ58ʺ--W 96°19ʹ26ʺ/N 30°37ʹ51ʺ--N 30°35ʹ25ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/11/pages/page_0/files/1584454.tif,"Walsh, W. C. (William C.), 1836-1924"
5376619,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/21/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/21/orderProxies,eng,College Station (Tex.),2021-12-23T16:39:34.103000+00:00,reformatted digital|application/tif,Parking tips to survive Texas A&M University: 1990-1991,false,StillImage,2021-12-23T16:39:34.103000+00:00,Texas A & M University Parking--Maps|Texas A & M University--Maps,"Texas A & M University. Department of Parking, Transit & Traffic Services","A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1990,fedoraAdmin,(W 96°21ʹ32ʺ--W 96°19ʹ26ʺ/N 30°37ʹ53ʺ--N 30°36ʹ15ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/21/pages/page_0/files/5376619_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/21/pages/page_1/files/5376619_b.tif,
5396855,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/30/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/30/pages,eng,College Station (Tex.),2021-12-23T16:44:00.442000+00:00,application/tif|reformatted digital,"A&M College of Texas, College Station",false,StillImage,2021-12-23T16:44:00.442000+00:00,Texas A & M University--Maps|Texas A & M University Parking--Maps,Texas A & M University,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1960,fedoraAdmin,(W 96°20ʹ56ʺ--W 96°19ʹ25ʺ/N 30°37ʹ43ʺ--N 30°36ʹ18ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/30/pages/page_0/files/5396855_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/30/pages/page_1/files/5396855_b.tif,
3968613,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/2/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/2/pages,eng,Brazos County (Tex.),2021-12-23T16:36:27.767000+00:00,application/tif|reformatted digital,"Brazos County, Texas [photomosaic index]",false,StillImage,2021-12-23T16:36:27.767000+00:00,Brazos County (Tex.)--Maps,United States. Agricultural Stabilization and Conservation Service,A copyright review process in November 2020 has determined that this particular item is in the public domain. http://rightsstatements.org/vocab/NoC-US/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1972,fedoraAdmin,(W 96°36ʹ13ʺ--W 96°04ʹ56ʺ/N 30°58ʹ26ʺ--N 30°19ʹ50ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/2/pages/page_0/files/3968613_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/2/pages/page_1/files/3968613_b.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/2/pages/page_2/files/3968613_c.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/2/pages/page_3/files/3968613_d.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/2/pages/page_4/files/3968613_e.tif,"Park Aerial Surveys, Inc"
2929298,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/59/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/59/pages,eng,College Station (Tex.),2021-12-23T17:06:40.056000+00:00,application/tif|reformatted digital,The Aggie map of Texas A&M University,false,StillImage,2021-12-23T17:06:40.056000+00:00,Texas A & M University--Maps,TAMU GIS Mapping Systems,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,2005,fedoraAdmin,(W 96°21ʹ42ʺ--W 96°19ʹ19ʺ/N 30°38ʹ03ʺ--N 30°36ʹ00ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/59/pages/page_0/files/2929298_2005_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/59/pages/page_1/files/2929298_2005_b.tif,Texas A & M University Facilities Coordination|Texas A & M University Transportation Services GIS
3915197,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/69/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/69/pages,eng,College Station (Tex.),2021-12-23T17:10:04.936000+00:00,application/tif|reformatted digital,"Map of west quarter of A & M College lands, a part of the J E Scott League, Brazos County, Texas, April 1919",false,StillImage,2021-12-23T17:10:04.936000+00:00,Texas A & M University--Maps,,A copyright review process in November 2020 has determined that this particular item is in the public domain. http://rightsstatements.org/vocab/NoC-US/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1923,fedoraAdmin,(W 96°21ʹ20ʺ--W 96°20ʹ39ʺ/N 30°37ʹ01ʺ--N 30°36ʹ18ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/69/pages/page_0/files/3915197.tif,
3915185,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/68/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/68/orderProxies,eng,College Station (Tex.),2021-12-23T17:09:43.097000+00:00,reformatted digital|application/tif,Map showing lands belonging to the Agricultural and Mechanical College of Texas,false,StillImage,2021-12-23T17:09:43.097000+00:00,Texas A & M University--Maps,,A copyright review process in November 2020 has determined that this particular item is in the public domain. http://rightsstatements.org/vocab/NoC-US/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1913,fedoraAdmin,,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/68/pages/page_0/files/3915185.tif,
4013817,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/79/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/79/pages,eng,College Station (Tex.),2021-12-23T17:27:50.453000+00:00,application/tif|reformatted digital,"Master plan of principal streets for the city of College Station, Texas",false,StillImage,2021-12-23T17:27:50.453000+00:00,College Station (Tex.)--Maps,College Station (Tex.),"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, the City of College Station, Texas, who graciously shared permission for Texas A&M University Libraries to display this image in this online exhibit. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1969?,fedoraAdmin,(W 96°25ʹ13ʺ--W 96°16ʹ30ʺ/N 30°42ʹ38ʺ--N 30°32ʹ56ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/79/pages/page_0/files/4013817.tif,
4026207,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/89/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/89/orderProxies,eng,College Station (Tex.),2021-12-23T17:31:39.674000+00:00,application/tif|reformatted digital,"Official city map of the city of College Station, Texas",false,StillImage,2021-12-23T17:31:39.674000+00:00,Texas A & M University--Maps,"Orr, J. A.","A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, the City of College Station, Texas, who graciously shared permission for Texas A&M University Libraries to display this image in this online exhibit. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1941,fedoraAdmin,(W 96°21ʹ23ʺ--W 96°18ʹ42ʺ/N 30°38ʹ04ʺ--N 30°35ʹ45ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/89/pages/page_0/files/4026207.tif,
5418153,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/39/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/39/orderProxies,eng,College Station (Tex.),2021-12-23T16:46:27.579000+00:00,application/tif|reformatted digital,"Service access, Texas A&M University: September 1986",false,StillImage,2021-12-23T16:46:27.579000+00:00,Roads--Texas--College Station--Maps|Roads--Texas A&M University--Maps|Texas A & M University--Maps|Texas A & M University Parking--Maps,Texas A & M University,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1986,fedoraAdmin,(W 96°21ʹ04ʺ--W 96°19ʹ40ʺ/N 30°37ʹ48ʺ--N 30°36ʹ10ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/39/pages/page_0/files/5418153.tif,
5419612,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/49/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/49/orderProxies,eng,College Station (Tex.),2021-12-23T16:49:34.301000+00:00,application/tif|reformatted digital,Texas A&M University motor vehicle regulations: September 1988,false,StillImage,2021-12-23T16:49:34.301000+00:00,Texas A & M University--Maps|Texas A & M University Parking--Maps,Texas A & M University Parking Administration,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1988,fedoraAdmin,(W 96°21ʹ34ʺ--W 96°19ʹ24ʺ/N 30°37ʹ48ʺ--N 30°36ʹ11ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/49/pages/page_0/files/5419612_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/49/pages/page_1/files/5419612_b.tif,
5396891,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/36/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/36/pages,eng,College Station (Tex.),2021-12-23T16:45:38.732000+00:00,application/tif|reformatted digital,Student parking areas,false,StillImage,2021-12-23T16:45:38.732000+00:00,Texas A & M University Parking--Maps|Texas A & M University--Maps,Texas A & M University  Police,"A copyright review process in November 2020 has determined that this particular item is still in copyright, held by the publisher, Texas A&M University. The written permission of any copyright and other rights holders is required for distribution, reproduction, or other use that extends beyond what is authorized by fair use and other statutory exemptions. Responsibility for making an independent legal assessment of an item and securing any necessary permissions ultimately rests with persons desiring to use the item. http://rightsstatements.org/vocab/InC-EDU/1.0/",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects,1971,fedoraAdmin,(W 96°20ʹ56ʺ--W 96°19ʹ25ʺ/N 30°37ʹ43ʺ--N 30°36ʹ18ʺ),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/36/pages/page_0/files/5396891_a.tif|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/brazos-maps_objects/36/pages/page_1/files/5396891_b.tif,
