fedora_created,fedora_hasParent,dcterms_created,dc_type,tamudigital_local/details,ldp_contains,dc_subject,dcterms_extent,fedora_writable,fedora_lastModifiedBy,dc_title,dc_identifier,fedora_lastModified,dc_rights,dcterms_medium,dcterms_accessRights,dc_publisher,fedora_createdBy,dcterms_type,dc_format,files,dc_creator,dcterms_spatial,dc_relation,dc_contributor
2020-11-09T20:46:01.553000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,Circa 1783,Laid lines|Silver gilt papers|art reproduction,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern with floral design; tarnished silver over green paste; 4 borders; laid paper; Inscription original piece: ""PAUL REYMUND in NURNBERG No 12""; Contained in clear plastic sleeve; Not in Haemmerle; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.2; Not signed. Stamped.; Center fold line",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/54/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/54/pages,Decorative paper,"1 sheet of green, silver and off-white silver gilt paper; 13.75 x 16.50 in.",false,fedoraAdmin,Berger-Cloonan #12297,12297,2020-11-09T20:46:01.553000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/54/pages/page_0/files/12297.jpg,"Reymund, Paul","Nuremberg, Germany",,
2020-11-09T20:45:26.410000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,Folded and dyed papers|art reproduction,Impregnated; Dyed; M4.D1.F6; Light weight paper; visible fibers; folded; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: IV.A.2; Not signed. Not stamped. Not stickered. Not embossed.; Creased along folds; 1 large tear,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/23/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/23/orderProxies,Decorative paper,"1 sheet of blue, yellow, green and white dyed paper; 19.00 x 24.00 (unfolded) in.",false,fedoraAdmin,Berger-Cloonan #1523,1523,2020-11-09T20:45:26.410000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/23/pages/page_0/files/01523.jpg,,,,
2020-11-09T20:45:06.616000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,art reproduction|nonpareil marbled paper|Non pareil marbled papers,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; heavy weight paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/9/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/9/orderProxies,Marbled papers,"1 sheet of maroon, blue, brown, black, yellow and white marbled paper; 5.75 x 9.00 in.",false,fedoraAdmin,Berger-Cloonan #1509,1509,2020-11-09T20:45:06.616000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/9/pages/page_0/files/01509.jpg,,,,
2020-11-09T20:44:25.657000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,art reproduction|nonpareil marbled paper|Non pareil marbled papers,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; heavy weight paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.; Slightly torn along edges,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/11/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/11/orderProxies,Marbled papers,"1 sheet of maroon, blue, green, yellow and white marbled paper; 5.75 x 9.00 in.",false,fedoraAdmin,Berger-Cloonan #1511,1511,2020-11-09T20:44:25.657000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/11/pages/page_0/files/01511.jpg,,,,
2020-11-09T20:44:26.369000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,Lithographed papers|art reproduction,"Surface application; Printed; M4.D1.F6; Previously used as an endpaper in a bookbinding; pattern resembles non pareil marbling; heavy weight paper; Inscription original piece: ""printed""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.4; Not signed. Not stamped. Not stickered. Not embossed.; Creased along edge",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/21/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/21/orderProxies,Decorative paper,"1 sheet of red, blue, black, yellow and white printed paper; 9.25 x 11.75 in.",false,fedoraAdmin,Berger-Cloonan #1521,1521,2020-11-09T20:44:26.369000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/21/pages/page_0/files/01521.jpg,,,,
2020-11-09T20:46:01.256000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,Circa 1826,art reproduction|Laid lines|Gold gilt papers,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern with 30 wild and tamed animals; gold over teal blue paste; 4 borders; laid paper; Inscription original piece: ""G. N. RENNER & ABEL""; Contained in clear plastic sleeve; See Haemmerle #385 notes on white paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Andreas Mueller in Potsdam, Germany in 2012.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed.   Stamped.; Center fold line",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/52/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/52/pages,Decorative paper,"1 sheet of teal blue, gold and off-white Dutch gilt paper; 13.25 x 15.50 in.",false,fedoraAdmin,Berger-Cloonan #12294,12294,2020-11-09T20:46:01.256000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/52/pages/page_0/files/12294.jpg,G.N. Renner and Abel,,,
2020-11-09T20:45:06.563000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,art reproduction|nonpareil marbled paper|Non pareil marbled papers,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/7/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/7/orderProxies,Marbled papers,"1 sheet of yellow, green, purple, maroon and white marbled paper; 5.25 x 8.50 in.",false,fedoraAdmin,Berger-Cloonan #1503,1503,2020-11-09T20:45:06.563000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/7/pages/page_0/files/01503.jpg,,,,
2020-11-09T20:45:27.490000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,Oil on water marbled papers|art reproduction,Surface application; Marbled; M5.D3.F9; Glossy finish; Frederik Muller donated the sheet to Sidney E. Berger and Michele V. Cloonan in 2008.  Sidney E. Berger met Frederik Muller at the Antiquarian Booksellers Association of America (ABAA) Book Fair in Boston that same year.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.f; Not signed. Not stamped.; Marbling color on  top and bottom edges on verso; wrinkled; black marks on verso,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/31/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/31/orderProxies,Marbled papers,"1 sheet of yellow, brown, black and white marbled paper; 19.50 x 28.50 in.",false,fedoraAdmin,Berger-Cloonan #11377,11377,2020-11-09T20:45:27.490000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/31/pages/page_0/files/11377.jpg,,,M5.D3.F9.A,
2020-11-09T20:45:46.155000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,1790 [?],art reproduction|Gold gilt papers,"Surface application; Printed; P4.D6.F1; Overall pattern depicts 2 rows of 4 alphabetical panels each; gold over red paste background; Inscription original piece: ""Johann Lechner in Fuerth No 26""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1.d.1; Not signed. Stamped.",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/41/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/41/orderProxies,Decorative paper,"1 sheet of red, gold and off-white Dutch gilt paper; 13.50 x 16.50 in.",false,fedoraAdmin,Berger-Cloonan #12281,12281,2020-11-09T20:45:46.155000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/41/pages/page_0/files/12281.jpg,"Lechner, Johann",,,
2020-11-09T20:45:06.447000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,Circa 1720,art reproduction|Gold gilt papers|Laid lines,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern of floral vignette design with birds, cupids, cornucopiae, grotesques, etc.; gold over carmine paste; laid paper; heavy weight paper due to varnishing; Contained in clear plastic sleeve; Note: numbered 12302A and 12302B; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped.; Center fold line; torn down the middle; small holes; tears; stained on recto",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/59/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/59/pages,Decorative paper,"1 full sheet in 2 parts of red, gold and off-white Dutch gilt paper; 13.75 x 15.50 in.",false,fedoraAdmin,Berger-Cloonan #12302,12302,2020-11-09T20:45:06.447000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/59/pages/page_0/files/12302.jpg,,,,
2020-11-09T20:45:12.915000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,art reproduction|nonpareil marbled paper|Non pareil marbled papers,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; heavy weight paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.; Slightly torn along edges,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/14/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/14/pages,Marbled papers,"1 sheet of maroon, blue, green, yellow and white marbled paper; 5.75 x 9.00 in.",false,fedoraAdmin,Berger-Cloonan #1514,1514,2020-11-09T20:45:12.915000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/14/pages/page_0/files/01514.jpg,,,,
2020-11-09T20:44:25.916000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,Early 18th century [?],Non pareil marbled papers|art reproduction|nonpareil marbled paper,"Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; heavy weight paper; Inscription original piece: ""possibly early 18th c.""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.; Faded; worn",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/18/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/18/pages,Marbled papers,"1 sheet of blue, red, yellow and white marbled paper; 7.50 x 9.25  in.",false,fedoraAdmin,Berger-Cloonan #1518,1518,2020-11-09T20:44:25.916000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/18/pages/page_0/files/01518.jpg,,,,
2020-11-09T20:45:47.045000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,1770 [?],art reproduction|Gold gilt papers|Laid lines,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern of 3 rows of 7 soldiers each; gold against blue-green paste; 4 borders; laid paper; Inscription original piece: ""Johan M? No 28?""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Stamped.",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/46/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/46/pages,Decorative paper,"1 sheet of blue, gold and off-white Dutch gilt paper; 13.75 x 16.50 in.",false,fedoraAdmin,Berger-Cloonan #12286,12286,2020-11-09T20:45:47.045000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/46/pages/page_0/files/12286.jpg,,,,
2020-11-09T20:45:31.910000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,1750 [?],art reproduction|Laid lines|Silver gilt papers,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall floral pattern; pale green background with silver highlights; 4 light  borders; laid paper; Inscription original piece: ""(Nuremberg ca. 1750), Rare silver Buntpapier""; Contained in clear plastic sleeve along with another sheet of Dutch gilt; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.2; Not signed. Not stamped.; Center fold line",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/36/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/36/orderProxies,Decorative paper,"1 sheet of light green, silver and off-white Dutch gilt paper; 13.50 x 16.50 in.",false,fedoraAdmin,Berger-Cloonan #12276,12276,2020-11-09T20:45:31.910000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/36/pages/page_0/files/12276.jpg,,"Nuremberg, Germany",,
2020-11-09T20:45:45.447000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,19th century,art reproduction|nonpareil marbled paper|Non pareil marbled papers,Surface application; Marbled; M4.D1.F6; Previously used as an endpaper in a bookbinding; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/4/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/4/pages,Marbled papers,"1 sheet of yellow, green, blue, maroon and white marbled paper; 5.50 x 9.00  in.",false,fedoraAdmin,Berger-Cloonan #1500,1500,2020-11-09T20:45:45.447000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/4/pages/page_0/files/01500.jpg,,,,
2020-11-09T20:45:45.418000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects,1730-1760,art reproduction|Laid lines|Dutch gilt papers,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall floral pattern; pale green paste background; 4 light borders; laid paper; Inscription original piece: ""In Augspurg zv Finden bey Johann Michael Munck N 14""; Contained in clear plastic sleeve along with another sheet of Dutch gilt.  See Haemmerle #241; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Hosie Baskin in 12/1995.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d; Not signed. Stamped.; Center fold line; folded",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/38/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/38/pages,Decorative paper,"1 sheet of light green, gold and off-white Dutch gilt paper; 13.50 x 16.75 in.",false,fedoraAdmin,Berger-Cloonan #12278,12278,2020-11-09T20:45:45.418000+00:00,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Paper,Openly accessible,Texas A & M University. Libraries,fedoraAdmin,StillImage,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_first_58-2020-07-30_objects/38/pages/page_0/files/12278.jpg,"Munck, Johann Michael","Augsburg, Germany",,
