dcterms_accessRights,dc_type,fedora_createdBy,fedora_hasParent,dcterms_type,dcterms_medium,fedora_writable,dc_title,dc_rights,ldp_contains,dc_identifier,dc_publisher,dcterms_created,fedora_created,dcterms_extent,dc_subject,fedora_lastModified,tamudigital_local/details,fedora_lastModifiedBy,dc_format,files,dc_relation,dcterms_spatial,dc_contributor,dc_creator
Openly accessible,art reproduction|Stormont marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6867,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/403/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/403/orderProxies,6867,Texas A & M University. Libraries,19th century,2020-07-30T21:52:47.513000+00:00,"1 sheet of red, black and white marbled paper; 4.00 x 6.25 in.",Marbled papers,2020-07-30T21:52:47.513000+00:00,"Surface application; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""X""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Edge tear; yellowed and spot stained on verso; irregular binding edge with worn area on recto; musty odor",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/403/pages/page_0/files/06867.jpg,,,,
Openly accessible,agate marbled paper|art reproduction|Stone marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #12814,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/906/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/906/orderProxies,12814,Texas A & M University. Libraries,19th century,2020-07-30T21:46:13.422000+00:00,"1 sheet of red, green, brown, yellow and white marbled paper; 7.75 x 11.25 in.",Marbled papers,2020-07-30T21:46:13.422000+00:00,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""H. HARR BOOKBINDE OXFORD, PL PLYMOUT""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped. Stickered. Not embossed.; Curling; staining on recto and verso; musty odor",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/906/pages/page_0/files/12814.jpg,,England,,
Openly accessible,art reproduction|Stone marbled papers|agate marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6604,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/276/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/276/pages,6604,Texas A & M University. Libraries,19th century,2020-07-30T21:48:56.058000+00:00,"1 sheet of brown, blue, dark red, yellow and white marbled paper; 6.00 x 9.25 in.",Marbled papers,2020-07-30T21:48:56.058000+00:00,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped. Not stickered. Not embossed.; Musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/276/pages/page_0/files/06604.jpg,,,,
Openly accessible,Over-marbled papers|art reproduction|marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6552,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/227/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/227/pages,6552,Texas A & M University. Libraries,19th century,2020-07-30T21:33:30.657000+00:00,"1 sheet of dark red, blue, yellow, gold and white marbled paper; 3.25 x 10.00 in.",Marbled papers,2020-07-30T21:33:30.657000+00:00,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; underlying pattern is stone marbling; overlying pattern is hair vein marbling; slight metallic sheen; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.3; Not signed. Not stamped. Not stickered. Not embossed.; Discolored; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/227/pages/page_0/files/06552.jpg,,,,
Openly accessible,Stormont marbled papers|Laid lines|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6835,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/371/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/371/pages,6835,Texas A & M University. Libraries,19th century,2020-07-30T21:36:15.332000+00:00,"1 sheet of blue, light blue, red and white marbled paper; 4.75 x 7.50 in.",Marbled papers,2020-07-30T21:36:15.332000+00:00,Distribution of fibers; Surface application; Laid; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4.g; Not signed. Not stamped.; Faded edges on verso and recto; tiny edge tears; small worn area along binding edge; worn area on verso; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/371/pages/page_0/files/06835.jpg,,,,
Openly accessible,art reproduction|Stormont marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #12523,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/902/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/902/pages,12523,Texas A & M University. Libraries,Circa 1881,2020-07-30T21:46:04.007000+00:00,"1 sheet of black, red, white, gray and cream marbled paper; 6.75 x 10.25 in.",Marbled papers,2020-07-30T21:46:04.007000+00:00,"Surface application; Marbled; P2.D3.F11; High-gloss finish on recto, cream matte finish on verso; Inscription on original piece: “Paris c. 1881""; Contained in cream folder that is contained in white puffy mailer bag addressed to Sid Berger.  The contact information for Sabena Johnson contact information is as follows.  Sabena Johnson, 25 Surry Road, Arlington, MA 02476; Sabena Johnson donated the sheet to Sidney E. Berger and Michele V. Cloonan on 06/09/2014.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped. Not stickered. Not embossed.; Torn; creased; slightly discolored edge on verso",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/902/pages/page_0/files/12523.jpg,P2.D3.F11.A,,,
Openly accessible,Random marbled papers|marbled paper|Laid lines|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #7026,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/557/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/557/orderProxies,7026,Texas A & M University. Libraries,19th century,2020-07-30T21:39:38.949000+00:00,"1 sheet of brown, tan and white marbled paper; 3.50 x 10.50 in.",Marbled papers,2020-07-30T21:39:38.949000+00:00,Distribution of fibers; Surface application; Laid; Marbled; M5.D5.F16; Previously used as an endpaper in a bookbinding; laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4; Not signed. Not stamped.; Creased corner and edge; rectangular area cut from one edge; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/557/pages/page_0/files/07026.jpg,,,,
Openly accessible,art reproduction|Cast papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #12502,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/889/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/889/pages,12502,Texas A & M University. Libraries,Circa 1826,2020-07-30T21:45:47.651000+00:00,1 sheet of cream cast paper; 4.75 x 8.00  in.,Decorative paper,2020-07-30T21:45:47.651000+00:00,"Distribution of fibers; Cast; P2.D3.F11; Appearance of text on verso; Inscription on original piece: “Paris c. 1826""; Contained in cream folder that is contained in white puffy mailer bag addressed to Sid Berger.  The contact information for Sabena Johnson contact information is as follows.  Sabena Johnson, 25 Surry Road, Arlington, MA 02476; Sabena Johnson donated the sheet to Sidney E. Berger and Michele V. Cloonan on 06/09/2014.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.A; Not signed. Not stamped. Not stickered. Not embossed.; Curled and torn binding edge; discolored edges on recto and verso; stained on recto and verso; stored in cream folder in white puffy mailer bag",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/889/pages/page_0/files/12502.jpg,P2.D3.F11.A,,,
Openly accessible,nonpareil marbled paper|art reproduction|Non pareil marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #8225,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/649/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/649/pages,8225,Texas A & M University. Libraries,19th century,2020-07-30T21:50:41.243000+00:00,"1 sheet of dark red, green, blue, yellow and white marbled paper; 7.25 x 9.25 in.",Marbled papers,2020-07-30T21:50:41.243000+00:00,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Backing paper and binding tape attached; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/649/pages/page_0/files/08225.jpg,,,,
Openly accessible,Random marbled papers|marbled paper|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6654,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/324/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/324/pages,6654,Texas A & M University. Libraries,19th century,2020-07-30T21:35:10.210000+00:00,"1 sheet of light blue, light brown and white marbled paper; 5.50 x 8.75 in.",Marbled papers,2020-07-30T21:35:10.210000+00:00,"Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; muted colors; Inscription on original piece: ""jufz a/z lhi 1.1-""; ""S[(G?)al""; Two attached pages; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped.; Large rectangular yellowed area on recto; yellowed edges on recto; tear in edge and corner; rough binding edge with dark material attached; attached pages have creased corners and edge tears; musty odor",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/324/pages/page_0/files/06654.jpg,,,,
Openly accessible,French snail marbled papers|dutch marbled paper|art reproduction|curl marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6816,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/353/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/353/orderProxies,6816,Texas A & M University. Libraries,19th century,2020-07-30T21:35:42.732000+00:00,"1 sheet of red, blue, green, yellow, pink and white marbled paper; 5.00 x 6.75 in.",Marbled papers,2020-07-30T21:35:42.732000+00:00,Surface application; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Edges discolored; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/353/pages/page_0/files/06816.jpg,,,,
Openly accessible,curl marbled paper|French snail marbled papers|dutch marbled paper|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #8164,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/621/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/621/orderProxies,8164,Texas A & M University. Libraries,19th century,2020-07-30T21:40:52.125000+00:00,"1 sheet of red, green, yellow and white marbled paper; 7.25 x 11.00 in.",Marbled papers,2020-07-30T21:40:52.125000+00:00,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; semi-glossy finish; Inscription on original piece: ""lufn"";""11/3/37 Shuo Snoo""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped. Not stickered. Not embossed.; Visible binding edge; musty odor",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/621/pages/page_0/files/08164.jpg,,,,
Openly accessible,art reproduction|Stormont marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6445,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/152/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/152/pages,6445,Texas A & M University. Libraries,19th century,2020-07-30T21:31:55.143000+00:00,"1 sheet of gray, black, red and white marbled paper; 6.00 x 9.25 in.",Marbled papers,2020-07-30T21:31:55.143000+00:00,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped. Not stickered. Not embossed.; Edge creased and torn; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/152/pages/page_0/files/06445.jpg,,,,
Openly accessible,art reproduction|Stone marbled papers|agate marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6946,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/478/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/478/orderProxies,6946,Texas A & M University. Libraries,19th century,2020-07-30T21:38:02.879000+00:00,"1 sheet of light blue, dark blue, pink, light green and white marbled paper; 7.75 x 12.50 in.",Marbled papers,2020-07-30T21:38:02.879000+00:00,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped.; Creased; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/478/pages/page_0/files/06946.jpg,,,,
Openly accessible,Laid lines|nonpareil marbled paper|art reproduction|Non pareil marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6915,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/450/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/450/orderProxies,6915,Texas A & M University. Libraries,19th century,2020-07-30T21:52:57.704000+00:00,"1 sheet of red, blue, tan, green and white marbled paper; 9.25 x 12.00 in.",Marbled papers,2020-07-30T21:52:57.704000+00:00,Distribution of fibers; Surface application; Laid; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; attached to blank sheet of laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.e; Not signed. Not stamped.; Edges torn; creased; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/450/pages/page_0/files/06915.jpg,,,,
Openly accessible,combed marbled papers|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6894,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/429/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/429/pages,6894,Texas A & M University. Libraries,19th century,2020-07-30T21:49:23.340000+00:00,"1 sheet of red, blue, green, yellow and white marbled paper; 9.50 x 13.50 in.",Marbled papers,2020-07-30T21:49:23.340000+00:00,"Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""$ 9550""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed. Not stamped.; Insect damage; discolored; creased; musty odor",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/429/pages/page_0/files/06894.jpg,,,,
Openly accessible,Laid lines|art reproduction|Random marbled papers|marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #7031,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/562/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/562/orderProxies,7031,Texas A & M University. Libraries,19th century,2020-07-30T21:39:44.958000+00:00,1 sheet of light tan and white marbled paper; 4.00 x 11.00 in.,Marbled papers,2020-07-30T21:39:44.958000+00:00,Distribution of fibers; Surface application; Laid; Marbled; M5.D5.F16; Laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4; Not signed. Not stamped.; Folded into thirds; stains on recto and verso; creasing; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/562/pages/page_0/files/07031.jpg,,,,
