dcterms_accessRights,dc_type,fedora_createdBy,fedora_hasParent,dcterms_type,dcterms_medium,fedora_writable,dc_title,dc_rights,ldp_contains,dc_identifier,dc_publisher,dcterms_created,fedora_created,dcterms_extent,dc_subject,fedora_lastModified,tamudigital_local/details,fedora_lastModifiedBy,dc_format,files,dc_relation,dcterms_spatial,dc_contributor,dc_creator
Openly accessible,Spanish random marbled papers|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6855,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/391/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/391/pages,6855,Texas A & M University. Libraries,19th century,2020-07-30T21:29:59.303000+00:00,"1 sheet of green, blue, gold and white marbled paper; 4.50 x 7.00 in.",Marbled papers,2020-07-30T21:29:59.303000+00:00,Surface application; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; Glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.e; Not signed. Not stamped.; Fading and staining on verso and recto; slightly uneven binding edge; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/391/pages/page_0/files/06855.jpg,,,,
Openly accessible,art reproduction|curl marbled paper|French snail marbled papers|dutch marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #8265,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/689/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/689/pages,8265,Texas A & M University. Libraries,19th century,2020-07-30T21:41:59.266000+00:00,"1 sheet of blue, pink, light green and white marbled paper; 5.50 x 8.75 in.",Marbled papers,2020-07-30T21:41:59.266000+00:00,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/689/pages/page_0/files/08265.jpg,,,,
Openly accessible,marbled paper|art reproduction|Random marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #8294,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/718/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/718/pages,8294,Texas A & M University. Libraries,19th century [?],2020-07-30T21:58:34.428000+00:00,"1 sheet of pink, black, yellow and white marbled paper; 8.25 x 10.00 in.",Marbled papers,2020-07-30T21:58:34.428000+00:00,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped.; Bent corner; one rough edge; lightly foxed; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/718/pages/page_0/files/08294.jpg,,,,
Openly accessible,art reproduction|Spanish random marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6953,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/485/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/485/orderProxies,6953,Texas A & M University. Libraries,19th century,2020-07-30T21:38:08.964000+00:00,"1 sheet of dark red, pink, gold and white marbled paper; 8.00 x 10.00 in.",Marbled papers,2020-07-30T21:38:08.964000+00:00,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; waved pattern; slight metallic sheen; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.e; Not signed. Not stamped.; Edges torn; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/485/pages/page_0/files/06953.jpg,,,,
Openly accessible,art reproduction|Watermarks|Laid lines|Deckled edges,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #12375,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/819/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/819/orderProxies,12375,Texas A & M University. Libraries,Circa 1733,2020-07-30T21:44:33.912000+00:00,1 sheet of black and tan laid watermarked paper; 12.50 x 17.00 in.,Decorative paper,2020-07-30T21:44:33.912000+00:00,"Distribution of fibers; Deckled; Laid; Watermarked; P4.D6.F7; Laid paper; 2 watermarks include a sun with rays and the letter ""R"" below and the letters ""R"" and ""G"" superimposed with the ""R"" on top; deckled; NOTIFICATZIONE printed in Italian in black ink on recto 1733; Inscription on original piece: ""A 110"";""5000""; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the laid paper and associated watermark(s).; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.C; II.E; II.H; Not signed. Not stamped. Not stickered. Not embossed.; Folded; creased; slightly discolored; spotted appearance on verso; stored in white folder",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/819/pages/page_0/files/12375.jpg,,,,
Openly accessible,Calendered papers|art reproduction|Moire random marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #5030,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/80/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/80/pages,5030,Texas A & M University. Libraries,19th century,2020-07-30T21:44:11.140000+00:00,"1 sheet of tan, blue, red, yellow, gold and white marbled paper; 20.00 x 25.00 in.""",Marbled papers,2020-07-30T21:44:11.140000+00:00,Surface application; Surface treated; Marbled; Calendered; W2.D9.F3; Calendered; shiny sheen; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.d; IX.A; Not signed. Not stamped. Not stickered. Not embossed.; Paper discolored; large tear in center of sheet; torn edges,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/80/pages/page_0/files/05030.jpg,,France,,
Openly accessible,Dutch gilt papers|Laid lines|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #12278,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/794/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/794/pages,12278,Texas A & M University. Libraries,1730-1760,2020-07-30T21:44:02.869000+00:00,"1 sheet of light green, gold and off-white Dutch gilt paper; 13.50 x 16.75 in.",Decorative paper,2020-07-30T21:44:02.869000+00:00,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall floral pattern; pale green paste background; 4 light borders; laid paper; Inscription on original piece: ""In Augspurg zv Finden bey Johann Michael Munck N 14""; Contained in clear plastic sleeve along with another sheet of Dutch gilt.  See Haemmerle #241; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Hosie Baskin in 12/1995.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d; Not signed. Stamped.; Center fold line; folded",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/794/pages/page_0/files/12278.jpg,,"Augsburg, Germany",,
Openly accessible,Calendered papers|art reproduction|Moire random marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #5023,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/73/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/73/orderProxies,5023,Texas A & M University. Libraries,19th century,2020-07-30T21:42:40.983000+00:00,"1 sheet of tan, blue, red, yellow, gold and white marbled paper; 20.25 x 25.50 in.",Marbled papers,2020-07-30T21:42:40.983000+00:00,Surface application; Surface treated; Marbled; Calendered; W2.D9.F3; Calendered; shiny sheen; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.d; IX.A; Not signed. Not stamped. Not stickered. Not embossed.; Paper discolored,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/73/pages/page_0/files/05023.jpg,,France,,
Openly accessible,Gold gilt papers|Laid lines|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #12302,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/815/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/815/pages,12302,Texas A & M University. Libraries,Circa 1720,2020-07-30T21:51:23.970000+00:00,"1 full sheet in 2 parts of red, gold and off-white Dutch gilt paper; 13.75 x 15.50 in.",Decorative paper,2020-07-30T21:51:23.970000+00:00,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F1; Overall pattern of floral vignette design with birds, cupids, cornucopiae, grotesques, etc.; gold over carmine paste; laid paper; heavy weight paper due to varnishing; Contained in clear plastic sleeve; Note: numbered 12302A and 12302B; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped.; Center fold line; torn down the middle; small holes; tears; stained on recto",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/815/pages/page_0/files/12302.jpg,,,,
Openly accessible,curl marbled paper|French snail marbled papers|dutch marbled paper|Laid lines|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6485,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/192/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/192/pages,6485,Texas A & M University. Libraries,19th century,2020-07-30T21:32:57.582000+00:00,"1 sheet of light blue, light green, light pink and cream marbled paper; 5.75 x 7.50 in.",Marbled papers,2020-07-30T21:32:57.582000+00:00,Distribution of fibers; Surface application; Laid; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed. Not stamped.; Small tear along binding edge; slight stain on verso; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/192/pages/page_0/files/06485.jpg,,,,
Openly accessible,art reproduction|Stone marbled papers|agate marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6878,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/414/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/414/orderProxies,6878,Texas A & M University. Libraries,19th century,2020-07-30T21:37:02.459000+00:00,"1 sheet of gray, yellow, red, black and white marbled paper; 3.25 x 5.25  in.",Marbled papers,2020-07-30T21:37:02.459000+00:00,Surface application; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped.; Discolored; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/414/pages/page_0/files/06878.jpg,,,,
Openly accessible,marbled paper|Random marbled papers|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6613,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/284/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/284/orderProxies,6613,Texas A & M University. Libraries,19th century,2020-07-30T21:34:31.301000+00:00,"1 sheet of brown, black, red, yellow and white marbled paper; 5.25 x 8.50 in.",Marbled papers,2020-07-30T21:34:31.301000+00:00,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped. Not stickered. Not embossed.; Faded; creased; edges torn; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/284/pages/page_0/files/06613.jpg,,,,
Openly accessible,art reproduction|nonpareil marbled paper|Non pareil marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6465,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/172/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/172/orderProxies,6465,Texas A & M University. Libraries,19th century,2020-07-30T21:32:27.412000+00:00,"1 sheet of dark blue, light blue and white marbled paper; 6.00 x 9.25 in.",Marbled papers,2020-07-30T21:32:27.412000+00:00,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Air bubble mark on recto; corner crease; uneven binding edge; light black marks on recto; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/172/pages/page_0/files/06465.jpg,,,,
Openly accessible,art reproduction|curl marbled paper|French snail marbled papers|dutch marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #8279,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/703/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/703/pages,8279,Texas A & M University. Libraries,19th century [?],2020-07-30T21:42:16.281000+00:00,"1 sheet of blue, red, yellow and white marbled paper; 9.00 x 11.75 in.",Marbled papers,2020-07-30T21:42:16.281000+00:00,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Heavy weight; Inscription on original piece: ""7""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Large tear into top edge; small tears in other edges; large piece torn from one corner; lightly foxed; musty odor",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/703/pages/page_0/files/08279.jpg,,,,
Openly accessible,art reproduction|Pulled paste papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #7052,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/582/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/582/orderProxies,7052,Texas A & M University. Libraries,19th century,2020-07-30T21:53:26.218000+00:00,1 sheet of blue and white paste paper; 8.25 x 11.00 in.,Decorative paper,2020-07-30T21:53:26.218000+00:00,Surface application; Paste; M5.D5.F16; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.G.2.d; Not signed. Not stamped.; Small stain on recto; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/582/pages/page_0/files/07052.jpg,,,,
Openly accessible,Hair vein marbled papers|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6974,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/506/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/506/orderProxies,6974,Texas A & M University. Libraries,19th century,2020-07-30T21:38:33.214000+00:00,1 sheet of brown and white marbled paper; 8.75 x 13.75 in.,Marbled papers,2020-07-30T21:38:33.214000+00:00,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.c; Not signed. Not stamped.; Creased; discolored; torn and separating from backing sheet at edges; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/506/pages/page_0/files/06974.jpg,,,,
Openly accessible,Laid lines|art reproduction|Patterned paste papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #12407,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/844/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/844/pages,12407,Texas A & M University. Libraries,Mid 18th century,2020-07-30T21:44:53.842000+00:00,"1 sheet of black, gray and white paste paper; 13.75 x 19.75 in.",Decorative paper,2020-07-30T21:44:53.842000+00:00,"Distribution of fibers; Surface application; Laid; Paste; P4.D6.F7; Hernhuter (monastery near Leipzig)paper used as book cover with plain cream paper backing; wave or fan design; laid paper; Inscription on original piece: “Sterb = Acten der Gemeinde für das Jahr 1832.""--[printed in black ink on recto of decorated white label affixed to recto];“[after Gemeinde]  Heilingenmoschel.""--[written in black ink on recto of decorated white label affixed to recto]; Barry McKay donated the sheet to Sidney E. Berger and Michele V. Cloonan circa 2002.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.G.3; Not signed. Not stamped. Stickered. Not embossed.; Small worn areas on recto; creased for binding; 2 pieces joined; stains and writing on decorated white label affixed to recto",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/844/pages/page_0/files/12407.jpg,,Germany,,
