dcterms_extent,dc_subject,fedora_writable,ldp_contains,dcterms_type,dc_type,fedora_created,dc_title,dc_rights,fedora_hasParent,dcterms_isPartOf,dcterms_abstract,fedora_createdBy,fedora_lastModifiedBy,dcterms_temporal,dc_format,dc_description,dc_creator,dc_publisher,dcterms_created,fedora_lastModified,files,dcterms_alternative,dcterms_spatial
1 postcard; 14 x 9 cm,World War (1914-1918)|France--Alsace|Women,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/197/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/197/pages,StillImage,Postcards,2021-12-06T17:53:44.484000+00:00,Elsässerin - Alsacienne,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Artist postcard of a woman from Alsace, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,W. S. S.,1914?,2021-12-06T17:53:44.484000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/197/pages/page_0/files/mss00170_01-49_0077.jpg,,Alsace|France
1 postcard; 9 x 14 cm,Hotels|Poland--Jedlina-ZdroÌj|Postal service|World War (1914-1918)|Post office buildings,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/18/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/18/pages,StillImage,Postcards,2021-12-06T17:29:30.979000+00:00,"Bad Charlottenbrunn, Villa Johanna mit Postamt",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of an inn with post office in Bad Charlottenbrunn (Jelina-Zdroj), Poland.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.","Horn, Adam",,1914?,2021-12-06T17:29:30.979000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/18/pages/page_0/files/mss00170_01-35_0039.jpg,"Bad Charlottenbrunn,  Villa Johanna with post office",Jedlina-ZdroÌj|Poland
1 postcard; 14 x 9 cm,Women|New Year cards|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/245/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/245/pages,StillImage,Postcards,2021-12-06T18:05:49.477000+00:00,"Die bestn, Neujahrsgrusse",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of women celebrating New Years.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,Amag,1914?,2021-12-06T18:05:49.477000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/245/pages/page_0/files/mss00170_01-51_0009.jpg,The best New Years greetings,
1 postcard; 9 x 14 cm,World War (1914-1918)|Streets|France--Aisne|Buildings,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/403/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/403/pages,StillImage,Postcards,2021-12-06T19:00:02.338000+00:00,Athies-sous-Laon (Aisne): Rue de Liesse,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Color tinted, photo postcard of a street scene in Athies-Sous-Laon, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T19:00:02.338000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/403/pages/page_0/files/mss00170_02-06_0041.jpg,,France|Aisne
1 postcard; 9 x 14 cm,Statues|World War (1914-1918)|France--Reims,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/113/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/113/orderProxies,StillImage,Postcards,2021-12-06T17:34:30.018000+00:00,Reims: Statue et Square Colbert,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of the square and the statue of Jean-Baptiste Colbert in Reims, France. Postcard would have originally been issued in a postcard book.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T17:34:30.018000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/113/pages/page_0/files/mss00170_01-43_0011.jpg,Reims. Statue at Colbert Square.,Reims|France
1 postcard; 9 x 14 cm,World War (1914-1918)|Castles|Ruined buildings|Germany--Rüdesheim (Hesse),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/195/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/195/pages,StillImage,Postcards,2021-12-06T17:53:17.323000+00:00,Ruine Ehrenfels,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Color illustrated postcard of Ehrenfels Castle in Rüdesheim am Rhein, Germany.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,K. S. M.,1914?,2021-12-06T17:53:17.323000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/195/pages/page_0/files/mss00170_01-49_0073.jpg,Ehrenfels ruins,Rüdesheim|Germany
1 postcard; 9 x 14 cm,Buildings|Buildings--War damage|World War (1914-1918)|France--Clermont,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/375/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/375/orderProxies,StillImage,Postcards,2021-12-06T18:53:23.935000+00:00,Die Ruinen von Clermont,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard showing a war damaged building in Clermont, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,Karl Voegels,1914?,2021-12-06T18:53:23.935000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/375/pages/page_0/files/mss00170_02-05_0059.jpg,The ruins of Clermont,France Clermont
1 postcard; 14 x 9 cm,World War (1914-1918)|Trenches|Soldiers,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/305/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/305/orderProxies,StillImage,Postcards,2021-12-06T18:36:57.484000+00:00,[Soldier in a trench],No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of a Soldier in a trench.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,R.U. Komp,1917,2021-12-06T18:36:57.484000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/305/pages/page_0/files/mss00170_02-02_0069.jpg,,
1 postcard; 9 x 14 cm,Bas-relief|France--Reims Region|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/109/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/109/orderProxies,StillImage,Postcards,2021-12-06T17:33:35.810000+00:00,Reims: Caves Pommery - Le Triomphe de Bacchus (Bas-releif sculpté dans la craie),No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of The Triumph of Bacchus, a bas-relief sculpture found in the Pommery caves in Reims, France. Postcard would have originally been issued in a postcard book.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T17:33:35.810000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/109/pages/page_0/files/mss00170_01-43_0003.jpg,Reims. Caves Pommery - The Triumph of Bacchus. (Bas-relief carved in chalk),Reims|France
1 postcard; 9 x 14 cm,World War (1914-1918)|Intrenchments|Views,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/243/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/243/pages,StillImage,Postcards,2021-12-06T18:05:21.952000+00:00,Bilder aus dem Osten,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Illustrated postcard of a dugout in the forest.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,Niems,1914?,2021-12-06T18:05:21.952000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/243/pages/page_0/files/mss00170_01-51_0005.jpg,Pictures from the east,
1 postcard; 9 x 14 cm,France--Ardennes|War cemeteries|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/401/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/401/orderProxies,StillImage,Postcards,2021-12-06T18:59:33.937000+00:00,Soldatenfriedhof in Bouconville,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of a military cemetery in Bouconville, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T18:59:33.937000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/401/pages/page_0/files/mss00170_02-06_0037.jpg,Military cemetery in Bouconville,France|Ardennes
1 postcard; 9 x 14 cm,Hospices (Terminal care)|World War (1914-1918)|France--Reims,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/111/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/111/pages,StillImage,Postcards,2021-12-06T17:34:02.889000+00:00,Reims. Hospice général. L'ancienne lingerie.,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of the old linens room of a general hospice in Reims, France. Postcard would have originally been issued in a postcard book.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T17:34:02.889000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/111/pages/page_0/files/mss00170_01-43_0007.jpg,Reims. Hospice General. The old linen room.,Reims|France
1 postcard; 9 x 14 cm,Soldiers|World War (1914-1918)|Buildings|Buildings--War damage,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/334/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/334/pages,StillImage,Postcards,2021-12-06T18:43:45.911000+00:00,[Soldiers in front of a destroyed building],No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of soldiers in front of a destroyed building.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T18:43:45.911000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/334/pages/page_0/files/mss00170_02-04_0055.jpg,,
1 postcard; 14 x 9 cm,"France--Reims|Joan, of Arc, Saint, 1412-1431|Statues|World War (1914-1918)",false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/45/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/45/pages,StillImage,Postcards,2021-12-06T18:11:33.847000+00:00,Reims: Statue de Jeanne d'Arc,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of the statue of Joan of Arc in Reims, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"""Phototypie A. rep et Filliette í  Château-Thierry - collection R.F.""|Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T18:11:33.847000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/45/pages/page_0/files/mss00170_01-36_0045.jpg,Reims: Joan of Arc statue,Reims|France
1 postcard; 9 x 14 cm,Parks|Germany--Duisburg|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/209/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/209/pages,StillImage,Postcards,2021-12-06T17:56:40.947000+00:00,Duisburg. Partie am Kaiserberg.,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of a group at Kaiserberg Park in Duisberg, Germany.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T17:56:40.947000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/209/pages/page_0/files/mss00170_01-50_0023.jpg,Duisburg. Game at the Imperial Castle.,Duisburg|Germany
1 postcard; 9 x 14 cm,Caricatures and cartoons|Soldiers|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/202/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/202/pages,StillImage,Postcards,2021-12-06T17:55:05.869000+00:00,"Hier Träumt ich von der Liebe Glanz, In Wirklichkeit doch war's ein Rattenschwanz!",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Illustrated postcard of a soldier dreaming.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,Daho,1914?,2021-12-06T17:55:05.869000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/202/pages/page_0/files/mss00170_01-50_0009.jpg,"Soldier dreaming of kissing his woman, when in reality it was a rat's tail.",
1 postcard; 9 x 14 cm,World War (1914-1918)|Restaurants|Soldiers|Netherlands--Gelderland,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/326/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/326/pages,StillImage,Postcards,2021-12-06T18:41:53.726000+00:00,[Soldiers outside Restaurant zun Scheerberg],No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of a group of soldiers outside a restaurant in 's-Heerenberg, Netherlands.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1915?,2021-12-06T18:41:53.726000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/326/pages/page_0/files/mss00170_02-04_0039.jpg,[Soldiers outside Restaurant in 's-Heerenberg],Gelderland|Netherlands
1 postcard; 9 x 14 cm,"Town Hall (Ghent, Belgium)|City halls|World War (1914-1918)|Belgium--Ghent",false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/7/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/7/pages,StillImage,Postcards,2021-12-06T17:30:52.903000+00:00,Hotel-de-Ville,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of the city hall in Ghent. Postcard would have originally been issued in a postcard book.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.","Thill, Ern.",Nels,1914?,2021-12-06T17:30:52.903000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/7/pages/page_0/files/mss00170_01-35_0019.jpg,City Hall,Ghent|Belgium
1 postcard; 14 x 9 cm,Greeting cards|Flowers|Poppies|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/339/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/339/pages,StillImage,Postcards,2021-12-06T18:44:56.236000+00:00,"Jed' Blumenblattchen, das so zart Dich gruft, Der freundschaft treue botschaft in sich schlieft",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Illustrated postcard of poppy flowers accompanied by a poem.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T18:44:56.236000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/339/pages/page_0/files/mss00170_02-04_0065.jpg,"Every flowers petal that tenderly calls you, includes the faithful message of friendship.",
1 postcard; 14 x 9 cm,Soldiers|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/332/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/332/pages,StillImage,Postcards,2021-12-06T18:43:17.985000+00:00,[Soldier],No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of an unidentified Soldier.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T18:43:17.985000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/332/pages/page_0/files/mss00170_02-04_0051.jpg,,
