dcterms_extent,dc_subject,fedora_writable,ldp_contains,dcterms_type,dc_type,fedora_created,dc_title,dc_rights,fedora_hasParent,dcterms_isPartOf,dcterms_abstract,fedora_createdBy,fedora_lastModifiedBy,dcterms_temporal,dc_format,dc_description,dc_creator,dc_publisher,dcterms_created,fedora_lastModified,files,dcterms_alternative,dcterms_spatial
1 postcard; 9 x 14 cm,France--Reims|Fountains|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/97/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/97/pages,StillImage,Postcards,2021-12-06T18:23:34.521000+00:00,Reims: La Fontaine Subé,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of Fontaine Subé in Reims, France. Postcard would have originally been issued in a postcard book.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T18:23:34.521000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/97/pages/page_0/files/mss00170_01-42_0001.jpg,,Reims|France
1 postcard; 14 x 9 cm,World War (1914-1918)|Trenches|Soldiers,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/304/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/304/pages,StillImage,Postcards,2021-12-06T18:36:43.519000+00:00,[Soldier in a trench],No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of a Soldier in a trench.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,R.U. Komp,1917,2021-12-06T18:36:43.519000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/304/pages/page_0/files/mss00170_02-02_0069.jpg,,
1 postcard; 14 x 9 cm,Love-letters|Couples|World War (1914-1918)|Poetry,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/233/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/233/orderProxies,StillImage,Postcards,2021-12-06T18:02:50.814000+00:00,"Sah ein knab ein röslein stehn! Röslein, Röslein, Röslein rot, Röslein auf der Heiden.",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Colored photo postcard of a soldier romancing a woman in a field of heather featuring lines from the poem Heidenröslein by Franz Peter Schubert.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,L.P.,1914?,2021-12-06T18:02:50.814000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/233/pages/page_0/files/mss00170_01-50_0071.jpg,"A boy saw a wild rose! Wild rose, wild rose, wild rose red, wild rose in the heather",
1 postcard; 9 x 14 cm,World War (1914-1918)|Views|Latvia--Tukums,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/108/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/108/orderProxies,StillImage,Postcards,2021-12-06T17:33:22.185000+00:00,Tukkun: Totalanischt,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of the view over Tukums, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,Gebr. Deyhle & Wagner,1914?,2021-12-06T17:33:22.185000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/108/pages/page_0/files/mss00170_01-43_0001.jpg,Tukkun. Full view.,Latvia|Tukums
1 postcard; 9 x 14 cm,Soldiers|Horsemanship|World War (1914-1918)|France--Ardennes|Horses,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/317/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/317/pages,StillImage,Postcards,2021-12-06T18:39:47.188000+00:00,"Boulzicourt, 11 Juli 1917",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of soldiers riding horses in Boulzicourt, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1917,2021-12-06T18:39:47.188000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/317/pages/page_0/files/mss00170_02-04_0021.jpg,"Boulzicourt, 11 July 1917",Ardennes|France
1 postcard; 9 x 14 cm,City halls|World War (1914-1918)|France--Reims,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/101/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/101/pages,StillImage,Postcards,2021-12-06T17:31:47.058000+00:00,Reims: Hôtel de Ville,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of the City Hall in Reims, France. Postcard would have originally been issued in a postcard book.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T17:31:47.058000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/101/pages/page_0/files/mss00170_01-42_0009.jpg,Reims. City Hall.,Reims|France
1 postcard; 9 x 14 cm,World War (1914-1918)|Catholic church|Cathédrale de Verdun|France--Verdun|Church Buildings,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/95/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/95/pages,StillImage,Postcards,2021-12-06T18:23:06.740000+00:00,"Verdun. Evêché, Séminaire et Cathédrale.",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of the bishopric, seminary, and cathedral in Verdun, France. Postcard would have originally been issued in a postcard book.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T18:23:06.740000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/95/pages/page_0/files/mss00170_01-41_0031.jpg,"Verdun. Bishopric, Seminary, and Cathedral.",Verdun|France
1 postcard; 9 x 14 cm,World War (1914-1918)|Castles|France--Haute-Saône,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/87/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/87/orderProxies,StillImage,Postcards,2021-12-06T18:21:15.804000+00:00,Schloß in Boult (Frankreich),No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of a castle in Boult, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,A. Lange|August Kremser,1914?,2021-12-06T18:21:15.804000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/87/pages/page_0/files/mss00170_01-41_0015.jpg,Castle in Boult (Frankreich).,France|Département de la Haute-Saône
1 postcard; 9 x 14 cm,Horses|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/201/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/201/pages,StillImage,Postcards,2021-12-06T17:54:52.260000+00:00,"Wohlfahrtskarte der Sammlung zur Unterstüßung der Kriegs-Invaliden der Kaiserlichen Marine, Berlin.",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Color illustrated postcard of a horse and its fallen rider at sunset published to support injured troops.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Hermann Tischler,Dr. Selle & Co.|Buntdruck G. m. b. H.,1914?,2021-12-06T17:54:52.260000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/201/pages/page_0/files/mss00170_01-50_0007.jpg,"Welfare card of the collection to support the war invalids of the Imperial Navy, Berlin.",
1 postcard; 9 x 14 cm,Views|World War (1914-1918)|France--Ardennes,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/331/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/331/orderProxies,StillImage,Postcards,2021-12-06T18:43:04.031000+00:00,"Boulzicourt, 10.7.1917",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard showing Boulzicourt, France.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1917,2021-12-06T18:43:04.031000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/331/pages/page_0/files/mss00170_02-04_0049.jpg,,France|Ardennes
1 postcard; 9 x 14 cm,Theaters|Palaces|World War (1914-1918)|Germany--Strasburg|Views,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/178/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/178/orderProxies,StillImage,Postcards,2021-12-06T17:49:12.721000+00:00,Straßburg. Schöpflinstaden. Kaiserpalast. Theater,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Colored photo postcard of an overview of Strasburg, Germany, including the Imperial Palace and Theater.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,J. Reitz,1914?,2021-12-06T17:49:12.721000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/178/pages/page_0/files/mss00170_01-49_0037.jpg,Strasbourg. Schopfinstaden. Imperial Palace Theater.,Germany|Strasburg
1 postcard; 9 x 14 cm,Poland--Warsaw|World War (1914-1918)|Battles|Caricatures and cartoons,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/180/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/180/orderProxies,StillImage,Postcards,2021-12-06T17:49:39.917000+00:00,Eroberung von Warschau,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Color illustrated postcard of the conquest of Warsaw, Poland. Postcard would have originally been issued in a postcard book.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,S. G.N.,1914?,2021-12-06T17:49:39.917000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/180/pages/page_0/files/mss00170_01-49_0043.jpg,Conquest of Warsaw,Poland|Warsaw
1 postcard; 9 x 14 cm,Buildings|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/271/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/271/orderProxies,StillImage,Postcards,2021-12-06T18:29:06.735000+00:00,[Unidentified building],No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard of an unidentified building.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,R.U. Komp,1914?,2021-12-06T18:29:06.735000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/271/pages/page_0/files/mss00170_02-02_0001.jpg,,
1 postcard; 14 x 9 cm,Belgium--Charleroi|World War (1914-1918)|Monuments,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/395/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/395/orderProxies,StillImage,Postcards,2021-12-06T18:58:08.456000+00:00,Krieger-Denkmal Charleroi (Belgien),No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard showing the warrior memorial in Carleroi, Belgium.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T18:58:08.456000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/395/pages/page_0/files/mss00170_02-06_0025.jpg,"Warrior Memorial, Charleroi (Belgium)",Charleroi|Belgium
1 postcard; 14 x 9 cm,Women|Soldiers|Couples|Love-letters|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/263/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/263/pages,StillImage,Postcards,2021-12-06T18:27:16.389000+00:00,"Wiedersehen! Zittern Herzen entgegen sich in wen'gem Verstehn, gibts nichts Schonres auf Erden, als sich wiederzusehn.",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,Photo postcard a Soldier returning home to a woman.,fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T18:27:16.389000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/263/pages/page_0/files/mss00170_01-51_0044.jpg,"Reunion! When hearts tremble with understanding, there is nothing better on earth than to see each other again.",
1 postcard; 14 x 9 cm,World War (1914-1918)|Monuments|Germany--Dresden,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/73/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/73/orderProxies,StillImage,Postcards,2021-12-06T18:18:01.251000+00:00,Dresden: Kgl. Zwinger Pavillon mit Durchblick. Denkmal König Johann,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of a view of King Johann monument from a pavilion in Dresden, Germany.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T18:18:01.251000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/73/pages/page_0/files/mss00170_01-40_0005.jpg,Dresden. Pavilion with a view. Monument to King Johann,Dresden|Germany
1 postcard; 9 x 14 cm,Orthodox Eastern church buildings|Poland--Kalisz|World War (1914-1918),false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/131/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/131/orderProxies,StillImage,Postcards,2021-12-06T17:38:34.847000+00:00,"Kalisz, Cerkiew",No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects,Archive of World War I German and Austrian Documents,"Photo postcard of an orthodox church in Kalisz, Poland.",fedoraAdmin,fedoraAdmin,1914-1918,reformatted digital,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",,,1914?,2021-12-06T17:38:34.847000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/apfelbaum-ww1_objects/131/pages/page_0/files/mss00170_01-45_0009.jpg,Kalisz. Orthodox Church.,Belgium|Kalisz
