fedora_created,ldp_contains,dcterms_type,dc_title,fedora_lastModified,fedora_createdBy,fedora_writable,dc_rights,dc_type,dcterms_created,dc_publisher,fedora_hasParent,dc_format,tamudigital_local/details,dcterms_medium,dcterms_accessRights,dc_identifier,fedora_lastModifiedBy,dcterms_extent,dc_subject,files,dcterms_spatial,dcterms_temporal,dcterms_provenance,dc_relation
2021-03-15T17:24:02.651000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/234/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/234/orderProxies,StillImage,Berger-Cloonan #6579,2021-03-15T17:24:02.651000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Tiger eye marbled papers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.h; Not signed. Not stamped. Not stickered. Not embossed.; Musty odor,Paper,Openly accessible,6579,fedoraAdmin,"1 sheet of orange, red, brown, black and white marbled paper; 6.25 x 8.25 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/234/pages/page_0/files/06579.jpg,,,,
2021-03-15T16:59:10.940000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/129/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/129/pages,StillImage,Berger-Cloonan #6461,2021-06-22T00:06:52.091000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Stone marbled papers|art reproduction|agate marbled paper|endpapers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped. Not stickered. Not embossed.; Wrinkled; stained on verso; musty odor,Paper,Openly accessible,6461,fedoraAdmin,"1 sheet of gray, black and white marbled paper; 7.75 x 11.00 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/129/pages/page_0/files/06461.jpg,,,,
2021-03-15T16:50:06.071000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/50/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/50/orderProxies,StillImage,Berger-Cloonan #5068,2021-03-15T16:50:06.071000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Over-marbled papers|marbled paper,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; W2.D9.F3; Underlying pattern is combed marbling; overlying pattern is combed marbling; slight metallic sheen; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.3; Not signed. Not stamped. Not stickered. Not embossed.,Paper,Openly accessible,5068,fedoraAdmin,"1 sheet of dark red, blue, gold and green marbled paper; 19.50 x 25.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/50/pages/page_0/files/05068.jpg,France,,,
2021-03-15T17:40:02.371000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/297/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/297/orderProxies,StillImage,Berger-Cloonan #6647,2021-03-15T17:40:02.371000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",agate marbled paper|Stone marbled papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; Inscription original piece: ""892.7""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped.; Creased corner; staining on verso; wrinkling; rough binding edge; musty odor",Paper,Openly accessible,6647,fedoraAdmin,"1 sheet of blue, pink, orange, black, gray, white and cream marbled paper; 7.25 x 9.00 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/297/pages/page_0/files/06647.jpg,,,,
2021-03-15T17:56:36.316000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/373/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/373/pages,StillImage,Berger-Cloonan #6857,2021-03-15T17:56:36.316000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Spanish random marbled papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; Glossy finish; Inscription original piece: ""BOUND BY RIVIERE & SON"" [written in purple pencil on recto of attached page];""M. M. Farwell.""; Attached page is detaching from binding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.e; Not signed. Not stamped.; Creased corners; spot staining; slightly curled binding edge; musty odor",Paper,Openly accessible,6857,fedoraAdmin,"1 sheet of pink, green, gold and white marbled paper; 5.25 x 7.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/373/pages/page_0/files/06857.jpg,,,,
2021-03-15T16:56:25.848000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/118/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/118/orderProxies,StillImage,Berger-Cloonan #6454,2021-06-21T23:53:26.170000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|endpapers|Stormont marbled papers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped. Not stickered. Not embossed.; Wrinkled; tiny hole; ruffled edge; stained on verso; musty odor,Paper,Openly accessible,6454,fedoraAdmin,"1 sheet of blue, red and white marbled paper; 4.25 x 7.00 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/118/pages/page_0/files/06454.jpg,,,,
2021-03-15T17:50:45.464000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/346/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/346/pages,StillImage,Berger-Cloonan #6830,2021-03-15T17:50:45.464000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Laid lines|Stormont marbled papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Distribution of fibers; Surface application; Laid; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4.g; Not signed. Not stamped.; Faded edges on recto and verso; tiny corner and edge wear and tear; musty odor,Paper,Openly accessible,6830,fedoraAdmin,"1 sheet of blue, light blue, red and white marbled paper; 4.75 x 7.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/346/pages/page_0/files/06830.jpg,,,,
2021-03-15T17:31:00.040000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/261/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/261/orderProxies,StillImage,Berger-Cloonan #6609,2021-03-15T17:31:00.040000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Random marbled papers|marbled paper,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; white speckles; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped. Not stickered. Not embossed.; Abrasions; musty odor,Paper,Openly accessible,6609,fedoraAdmin,"1 sheet of blue, orange and white marbled paper; 5.25 x 8.25 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/261/pages/page_0/files/06609.jpg,,,,
2021-03-15T18:06:27.433000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/413/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/413/pages,StillImage,Berger-Cloonan #12854,2021-03-15T18:06:27.433000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Random marbled papers|marbled paper,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; muted colors; Inscription original piece: ""4/15/.././3 8 orn""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus:  VIII.F.4; Not signed. Not stamped.; Yellowing on edges on recto and verso; creased, stained corner; wrinkling; rough binding edge; musty odor",Paper,Openly accessible,12854,fedoraAdmin,"1 sheet of light blue, light pink, light brown and white marbled paper; 5.50 x 8.75 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/413/pages/page_0/files/12854.jpg,,,,
2021-03-15T18:03:10.569000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/400/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/400/orderProxies,StillImage,Berger-Cloonan #6885,2021-03-15T18:03:10.569000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Stone marbled papers|agate marbled paper,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; Inscription original piece: ""S.104""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped.; Discolored; musty odor",Paper,Openly accessible,6885,fedoraAdmin,"1 sheet of tan, blue, black and white marbled paper; 5.00 x 7.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/400/pages/page_0/files/06885.jpg,,,,
2021-03-15T18:02:42.092000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/4/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/4/orderProxies,StillImage,Berger-Cloonan #2324,2021-06-21T23:02:28.178000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Random marbled papers|endpapers|marbled paper,1600-1680,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; W3.D6.F1; Previously used as an endpaper in a bookbinding; Inscription original piece: ""France ? Turkish pattern"" [written in pencil on recto of mat board];""ca. 1600-1680 JXWLX 275.00"" [written in pencil on recto of mat board];""4""; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Dawson's Books.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped. Not stickered. Not embossed.; Sheet creased; small tears; worn edges; hinge mounted on mat board with mylar cover",Paper,Openly accessible,2324,fedoraAdmin,"1 sheet of yellow, black, pink and white marbled paper; 8.50 x 13.00 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/4/pages/page_0/files/02324.jpg,France [?],,,
2021-03-15T17:15:15.287000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/20/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/20/orderProxies,StillImage,Berger-Cloonan #5017,2021-03-15T17:15:15.287000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Calendered papers|Moire random marbled papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Surface treated; Marbled; Calendered; W2.D9.F3; Calendered; shiny sheen; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.d; IX.A; Not signed. Not stamped.; Paper discolored,Paper,Openly accessible,5017,fedoraAdmin,"1 sheet of tan, blue, red, yellow, gold and white marbled paper; 20.25 x 25.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/20/pages/page_0/files/05017.jpg,France,,,
2021-03-15T18:17:08.899000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/77/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/77/pages,StillImage,Berger-Cloonan #6416,2021-06-21T23:08:12.774000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",nonpareil marbled paper|Non pareil marbled papers|art reproduction|endpapers,1916 [?],Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; Inscription original piece: ""-1x 1916""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped. Not stickered. Not embossed.; Slightly stained; faded; some abrasions; remnants of discolored adhesive along edge; musty odor",Paper,Openly accessible,6416,fedoraAdmin,"1 sheet of pink, yellow, blue and white marbled paper; 3.50 x 5.25 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/77/pages/page_0/files/06416.jpg,,,,
2021-03-15T17:33:46.750000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/272/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/272/pages,StillImage,Berger-Cloonan #6622,2021-03-15T17:33:46.750000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Stone marbled papers|art reproduction|agate marbled paper,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; Inscription original piece: ""hr, C.V.D. 1/2, W---- 1/2, E----- 1 1/2, S----- 1, M----- 2 1/2, G----- 1/2"" [written in black ink on verso]; ""P.Plates--- 1/2""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped. Not stickered. Not embossed.; Abrasions; creased; musty odor",Paper,Openly accessible,6622,fedoraAdmin,"1 sheet of green, pink and white marbled paper; 5.00 x 7.75 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/272/pages/page_0/files/06622.jpg,,,,
2021-03-15T16:48:28.974000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/353/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/353/pages,StillImage,Berger-Cloonan #6837,2021-03-15T16:48:28.974000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",art reproduction|Stormont marbled papers|Laid lines,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Distribution of fibers; Surface application; Laid; Marbled; C2.B2; Previously used as an endpaper in a bookbinding; laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4.g; Not signed. Not stamped.; Faded edges on verso and recto; tiny edge and corner tears; creased corner; wrinkling; stain and raised bump on verso; musty odor,Paper,Openly accessible,6837,fedoraAdmin,"1 sheet of light blue, blue, red and white marbled paper; 4.50 x 7.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/353/pages/page_0/files/06837.jpg,,,,
2021-03-15T17:07:16.522000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/167/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/167/orderProxies,StillImage,Berger-Cloonan #6481,2021-06-22T01:34:41.141000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",dutch marbled paper|curl marbled paper|art reproduction|endpapers|French snail marbled papers,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,"Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; glossy finish; Inscription original piece: ""# 4095""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Pink book cloth binding tape along one edge on recto;  ink peeled away in one area on recto; yellowing on verso; musty odor",Paper,Openly accessible,13210|6481,fedoraAdmin,"1 sheet of red, blue, green, yellow and white marbled paper; 6.00 x 8.75 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/167/pages/page_0/files/06481.jpg,,,,
2021-03-15T17:19:39.313000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/217/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/217/pages,StillImage,Berger-Cloonan #6562,2021-06-22T02:34:54.206000+00:00,fedoraAdmin,false,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",endpapers|Stormont marbled papers|art reproduction,19th century,Texas A & M University. Libraries,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects,reformatted digital,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped. Not stickered. Not embossed.; Discolored; musty odor,Paper,Openly accessible,6562,fedoraAdmin,"1 sheet of dark orange, blue, black and white marbled paper; 4.50 x 7.50 in.",Marbled papers,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_a_objects/217/pages/page_0/files/06562.jpg,,,,
