dc_format,dcterms_spatial,fedora_createdBy,fedora_hasParent,dcterms_temporal,dc_subject,dc_contributor,ldp_contains,dc_publisher,fedora_writable,fedora_lastModified,dcterms_type,dc_description,fedora_created,dcterms_created,fedora_lastModifiedBy,dc_title,dc_creator,dcterms_abstract,dc_rights,files,dc_identifier,dc_language
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,Roads|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas|Flagpoles,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/37/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/37/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:56:59.789000+00:00,Photographs|StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Fritz Hensel '07 Collection",2020-11-19T22:56:59.789000+00:00,,fedoraAdmin,Flagpole and New Main,,Photo of the flag pole in front of the Administration Building and looking east down New Main Drive.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/37/pages/page_0/files/atimeofresolve_0049_2019-03.jpg,Flag_Pole_from_Admin,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,Building|Historic buildings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/17/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/17/pages,Texas A & M University. Libraries,false,2020-11-19T22:47:01.534000+00:00,Photographs|StillImage,"Inscription on item: Animal Industries Building Photo # ; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",2020-11-19T22:47:01.534000+00:00,1933-02-20,fedoraAdmin,North and East views of Animal Industries Building and Abattoir,"Turner, G.W.",Photo of the North and East views of Animal Industries Building and Abattoir.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/17/pages/page_0/files/atimeofresolve_0031_2019-03.jpg,Animal_Industries_Building_4_1933,
Reformatted digital,Texas|United States|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,Depressions--1929--Texas|Texas A & M University--History-20th century|Architectural drawings|Design drawings|College Station (Tex.)--History--20th century,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/111/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/111/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:35:29.306000+00:00,StillImage|Architectural drawings,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T22:35:29.306000+00:00,,fedoraAdmin,Drawing Showing the Front and Rear Elevations of a Dormitory Building,,Drawing showing the front and rear elevations of Hart Hall.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/111/pages/page_0/files/atimeofresolve_0115_2019-03.jpg,,
Reformatted digital,College Station (Tex.)|Texas|United States,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,"Portraits, Group|National Champions|College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century|Undefeated|Southwest Conference Champions|Football players|Group portraits",Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/63/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/63/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:59:47.384000+00:00,Photographs|StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; E.J. Kyle Collection",2020-11-19T22:59:47.384000+00:00,,fedoraAdmin,1939 Southwest Conference Champions - Football,,Group photo of the players and coaches on the 1939 team that won the Southwest Conference and National Championships,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/63/pages/page_0/files/atimeofresolve_0076_2019-03.jpg,Southwest_Conference_Champions_1939_207-10-H-6_6-12,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Nineteen thirties|Depressions--1929,College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century|Maps|Campus plan,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/65/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/65/pages,Texas A & M University. Libraries,false,2020-11-19T22:53:59.025000+00:00,Photographs|StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Call # G 4034 C58:2T4 1932 C6",2020-11-19T22:53:59.025000+00:00,1932-1-1,fedoraAdmin,1932 Campus Plan,,Campus plan mapping out the Agricultural and Mechanical College of Texas.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/65/pages/page_0/files/atimeofresolve_0078_2019-03.jpg,TAMU_G_4034_C582T4_1932_C6 Crop,
Reformatted digital,Texas|College Station (Tex.)|United States,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,,Halbouty Petroleum Engineering Building|Architectural elements|Historic buildings|College Station (Tex.)--History--20th century|Water towers|Depressions--1929--Texas|Texas A & M University--History-20th century|Architecture--Details|Halbouty Geoscience Building,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/45/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/45/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:38:58.521000+00:00,Photographs|StillImage,"Inscription on item: Halbouty Petroleum Engineering Building Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",2020-11-19T22:38:58.521000+00:00,,fedoraAdmin,"Water tower on the Petroleum Engineering, Geology, and Engineering Experiment Station Building",,"Photo of a closer look at the water tower on the Petroleum Engineering, Geology, and Engineering Experiment Station Building.",In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/45/pages/page_0/files/atimeofresolve_0057_2019-03.jpg,Halbouty_Petroleum_Engineering_Building_19_20A,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,Historic buildings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/27/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/27/pages,Texas A & M University. Libraries,false,2020-11-19T22:37:23.638000+00:00,Photographs|StillImage,"Inscription on item: Architectural Detail Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",2020-11-19T22:37:23.638000+00:00,,fedoraAdmin,Lobby ceiling of Chemistry Building,,Photo of the architectural detail of the ceiling in the lobby of the Chemistry Building.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/27/pages/page_0/files/atimeofresolve_0040_2019-03.jpg,Chemistry_Building_Lobby_17B,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,Architectural drawings|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/112/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/112/orderProxies,Texas A & M University. Libraries,false,2020-11-19T23:00:52.551000+00:00,StillImage|Architectural drawings,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T23:00:52.551000+00:00,,fedoraAdmin,Drawing Showing Details of Doorways and the Cornerstone to Hart Hall,,Drawing showing the details of the doorways and cornerstone of Hart Hall.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/112/pages/page_0/files/atimeofresolve_0116_2019-03.jpg,,
Reformatted digital,College Station (Tex.)|United States|Texas,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,Architectural drawings|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/114/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/114/pages,Texas A & M University. Libraries,false,2020-11-19T23:08:31.144000+00:00,StillImage|Architectural drawings,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T23:08:31.144000+00:00,,fedoraAdmin,Drawing Showing the Entrances of a Dormitory,,Drawing showing the details of the doorways and cornerstone of Walton Hall.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/114/pages/page_0/files/atimeofresolve_0118_2019-03.jpg,,
Reformatted digital,College Station (Tex.)|United States|Texas,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century|Civil Engineering Building|Architectural drawings|Design drawings,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/128/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/128/pages,Texas A & M University. Libraries,false,2020-11-19T22:51:09.887000+00:00,Architectural drawings|StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T22:51:09.887000+00:00,1932-07-27,fedoraAdmin,"Drawing Showing the Details of the Cast Stone, Brick and Tympanum on the Veterinary Hospital","Vosper, Samuel Charles Phelps|Stripling, Raiford|Balsher","Drawing that shows the details of the cast stone, brick, and tympanum on the south elevation of the Veterinary Hospital.",In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/128/pages/page_0/files/atimeofresolve_0132_2019-03.jpg,,
Reformatted digital,College Station (Tex.)|United States|Texas,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,Texas A & M University--History-20th century|Depressions--1929--Texas|Architectural drawings|Design drawings|College Station (Tex.)--History--20th century,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/108/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/108/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:59:20.327000+00:00,Architectural drawings|StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T22:59:20.327000+00:00,,fedoraAdmin,Drawing Showing the Detail Elevation of Front Wall and Main Entrance of the Cushing Library,,Drawing showing the detail elevation of the front wall and main entrance to the Cushing Library,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/108/pages/page_0/files/atimeofresolve_0112_2019-03.jpg,,
Reformatted digital,Texas|United States|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,"Houses|Group portraits|Portraits, Group|College Station (Tex.)--History--20th century|Cooperative houses|Depressions--1929--Texas|Texas A & M University--History-20th century",Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/64/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/64/orderProxies,Texas A & M University. Libraries,false,2020-11-19T23:00:00.917000+00:00,Photographs|StillImage,"Inscription on item: Project Houses Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",2020-11-19T23:00:00.917000+00:00,,fedoraAdmin,Off-Campus Project House,,Group of students sitting on the porch of an off-campus project house.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/64/pages/page_0/files/atimeofresolve_0077_2019-03.jpg,Students_Sitting_On_Porch_of_Off_Campus_Project_House_1_1-25,
Reformatted digital,College Station (Tex.)|Texas|United States,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century|Maps|Campus plan,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/66/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/66/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:40:33.089000+00:00,StillImage|Photographs,"this item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Call # G 4034 C58:2T4 1933 C5",2020-11-19T22:40:33.089000+00:00,1933-02-10,fedoraAdmin,1933 Campus Plan,,Campus plan mapping out the Agricultural and Mechanical College of Texas.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/66/pages/page_0/files/atimeofresolve_0079_2019-03.jpg,TAMU_G_4034_C582T4_1933_C5 Crop,
Reformatted digital,College Station (Tex.)|United States|Texas,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,Hensel Gardens|College Station (Tex.)--History--20th century|Landscape architecture|Texas A & M University--History-20th century|Depressions--1929--Texas|Flower gardens,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/9/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/9/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:43:53.703000+00:00,Photographs|StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Fritz Hensel '07 Collection",2020-11-19T22:43:53.703000+00:00,,fedoraAdmin,Hensel Gardens,,Photo of the Hensel Gardens in front of the Administration Building facing to the Northeast .,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/9/pages/page_0/files/atimeofresolve_0023_2019-03.jpg,Admin_Curved_Garden,
Reformatted digital,College Station (Tex.)|United States|Texas,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,,Architectural elements|Historic buildings|College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century|Architecture--Details,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/46/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/46/orderProxies,Texas A & M University. Libraries,false,2020-11-19T23:00:34.861000+00:00,StillImage|Photographs,"Inscription on item: Architectural Detail Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",2020-11-19T23:00:34.861000+00:00,,fedoraAdmin,Hart Hall Ramp B,,Photo of cast stone detail around Ramp B Entrance of Hart Hall.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/46/pages/page_0/files/atimeofresolve_0058_2019-03.jpg,Hart_Hall_Ramp_B_10,
