dc_format,dcterms_spatial,fedora_createdBy,fedora_hasParent,dcterms_temporal,dc_subject,dc_contributor,ldp_contains,dc_publisher,fedora_writable,fedora_lastModified,dcterms_type,dc_description,fedora_created,dcterms_created,fedora_lastModifiedBy,dc_title,dc_creator,dcterms_abstract,dc_rights,files,dc_identifier,dc_language
Reformatted digital,College Station (Tex.)|Texas|United States,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,Historic buildings|Colonnades|Columns|Building entrance|College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century|Architecture,Aggieland Studios|Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/6/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/6/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:48:09.023000+00:00,StillImage|Photographs,"Inscription on item: Admin Building Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",2020-11-19T22:48:09.023000+00:00,,fedoraAdmin,Administration Building,,Photo of the front (east) entrance of the Administration Building.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/6/pages/page_0/files/atimeofresolve_0020_2019-03.jpg,Admin_Building_22,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Nineteen thirties|Depressions--1929,Design drawings|Historic buildings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/31/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/31/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:52:30.103000+00:00,Photographs|StillImage,"Inscription on item: Dormitories Photos #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",2020-11-19T22:52:30.103000+00:00,1938-04-08,fedoraAdmin,Dormitories A&M College,,"Photo of the conceptual drawing of the dormitories and mess hall, which would become the Corps Dorms and Duncan Dining Hall.",In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/31/pages/page_0/files/atimeofresolve_0044_2019-03.jpg,Dormitory_Area_Aerial_Folder26-50,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,Architectural drawings|Design drawings|College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/96/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/96/pages,Texas A & M University. Libraries,false,2020-11-19T22:54:17.374000+00:00,StillImage|Architectural drawings,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T22:54:17.374000+00:00,1928,fedoraAdmin,Drawing Showing the plans for One Unit of a Chemistry Building,,Drawing showing the details of the north elevation of phase one of the Chemistry Building.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/96/pages/page_0/files/atimeofresolve_0100_2019-03.jpg,,
Reformatted digital,College Station (Tex.)|Texas|United States,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,Landscape architecture|Depressions--1929--Texas|Texas A & M University--History-20th century|Flower gardens|Hensel Gardens|College Station (Tex.)--History--20th century,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/11/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/11/pages,Texas A & M University. Libraries,false,2020-11-19T22:35:11.731000+00:00,Photographs|StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Fritz Hensel '07 Collection",2020-11-19T22:35:11.731000+00:00,,fedoraAdmin,Hensel Gardens,,Photo of the Hensel Gardens to the northeast of the Administration Building facing to the West.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/11/pages/page_0/files/atimeofresolve_0025_2019-03.jpg,Admin_Garden_Seen_from_the_South,
Reformatted digital,College Station (Tex.)|United States|Texas,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,Historic buildings|College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century|Architecture,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/13/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/13/pages,Texas A & M University. Libraries,false,2020-11-19T23:10:11.210000+00:00,Photographs|StillImage,"Inscription on item: Animal Industries Building Photo # ; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",2020-11-19T23:10:11.210000+00:00,,fedoraAdmin,Animal Industries Building,,Photo of the front entrance of the Animal Industries Building.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/13/pages/page_0/files/atimeofresolve_0027_2019-03.jpg,Animal_Industries_10,
Reformatted digital,College Station (Tex.)|United States|Texas,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas|Architectural drawings|Design drawings,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/119/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/119/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:49:29.874000+00:00,StillImage|Architectural drawings,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T22:49:29.874000+00:00,1932-04-15,fedoraAdmin,"Drawing Showing the South Elevation of the Petroleum Engineering, Geology, and Engineering Experiment Station Building","Vosper, Samuel Charles Phelps","Drawing showing the details of the south (front) elevation of Petroleum Engineering, Geology, and Engineering Experiment Station Building.",In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/119/pages/page_0/files/atimeofresolve_0123_2019-03.jpg,,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,Architectural drawings|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/92/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/92/pages,Texas A & M University. Libraries,false,2020-11-19T22:33:27.523000+00:00,StillImage|Architectural drawings,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T22:33:27.523000+00:00,1932,fedoraAdmin,"Drawing Showing the West, South, East and North Elevations of the Animal Industries Building","Stripling, Raiford|Vosper, Samuel Charles Phelps","Detailed drawing showing the west, south, east, and north elevations of the Animal Industries Building.",In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/92/pages/page_0/files/atimeofresolve_0096_2019-03.jpg,,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,Architectural drawings|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/97/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/97/pages,Texas A & M University. Libraries,false,2020-11-19T22:59:01.617000+00:00,StillImage|Architectural drawings,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T22:59:01.617000+00:00,1928,fedoraAdmin,Section Drawings of One Unit of a Chemistry Building,,Drawing showing the cross sections of phase one of the Chemistry Building.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/97/pages/page_0/files/atimeofresolve_0101_2019-03.jpg,,
Reformatted digital,College Station (Tex.)|Texas|United States,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,College Station (Tex.)--History--20th century|Blueprints|Depressions--1929--Texas|Texas A & M University--History-20th century|Architectural drawings|Design drawings,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/80/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/80/pages,Texas A & M University. Libraries,false,2020-11-19T22:46:02.627000+00:00,StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Building Contracts Collection, Contract # 415",2020-11-19T22:46:02.627000+00:00,,fedoraAdmin,Map Showing Proposed Roads Between New Road (Rear) of Administration Building (New) and Highway 6,"Hensel, Fritz","Blueprint showing the layout of New Main Drive, Bizzell Street, and Highway 6.",In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/80/pages/page_0/files/atimeofresolve_0006_2019-03.jpg,,
Reformatted digital,England|Liverpool (England),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,Transatlantic voyages|College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/41/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/41/orderProxies,Texas A & M University. Libraries,false,2020-11-19T23:01:43.689000+00:00,Photographs|StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Huley B. Horn '32 Collection",2020-11-19T23:01:43.689000+00:00,1932,fedoraAdmin,1932 Cotton Tour Participants,,"Photo of students who won a trip on the cotton tour with chaperones and unidentified female travelers. They are aboard a ship traveling to Liverpool, England. Back row L to R: J.S. Mogford, Huley B. Horn, J.O. Beason, Curtis Vinson (possibly). Front row R to L: Unidentified 3 women, Tom M. Drew.",In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/41/pages/page_0/files/atimeofresolve_0053_2019-03.jpg,Group_Shot_of_1932_CottonTour_Participants_on_Ship_Crop,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,Architectural elements|Historic buildings|College Station (Tex.)--History--20th century|Scoates Hall|Texas A & M University--History-20th century|Depressions--1929--Texas|Architecture--Details,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/21/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/21/pages,Texas A & M University. Libraries,false,2020-11-19T22:47:28.541000+00:00,Photographs|StillImage,"Inscription on item: Chemistry Building Photo #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",2020-11-19T22:47:28.541000+00:00,,fedoraAdmin,Agricultural Engineering Building Chandelier,,Photo of the chandelier in the lecture hall of the Agricultural Engineering Building (Scoates Hall).,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/21/pages/page_0/files/atimeofresolve_0035_2019-03.jpg,Chandellier_Scoates_Hall_7,
Reformatted digital,Texas|United States|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Nineteen thirties|Depressions--1929,Roads--Design and construction|Road Construction|Roads|College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/22/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/22/pages,Texas A & M University. Libraries,false,2020-11-19T23:11:11.352000+00:00,Photographs|StillImage,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Fritz Hensel '07 Collection",2020-11-19T23:11:11.352000+00:00,1933,fedoraAdmin,Views down New Main Drive,,"A loose page from a scrapbook featuring three different views of the New Main Drive from its early construction to after it was finished, taken from Highway 6.",In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/22/pages/page_0/files/atimeofresolve_0082_2019-03.jpg,Scrapbook_Page_Entrance_From_Hwy6_1933_B,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Nineteen thirties|Depressions--1929,Dedications|American Legion|College Station (Tex.)--History--20th century|Building dedications|Depressions--1929--Texas|Texas A & M University--History-20th century|Cooperative housing,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/40/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/40/orderProxies,Texas A & M University. Libraries,false,2020-11-19T23:08:13.077000+00:00,StillImage|Photographs,"Inscription on item: American Legion Project House Photo #; this item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",2020-11-19T23:08:13.077000+00:00,1939-10-28,fedoraAdmin,American Legion Project House Dedication,,Photo of Cadets and dignitaries at the dedication of the American Legion Project House.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/40/pages/page_0/files/atimeofresolve_0052_2019-03.jpg,Group_of_Cadets_in_Front_of_American_Legion_Post-Project_House_1-25,
Reformatted digital,Texas|United States|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Nineteen thirties|Depressions--1929,Halbouty Geosciences Building|Architectural drawings|Design drawings|College Station (Tex.)--History--20th century|Texas A & M University--History-20th century|Depressions--1929--Texas|Halbouty Petroleum Engineering Building,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/122/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/122/pages,Texas A & M University. Libraries,false,2020-11-19T23:07:45.627000+00:00,StillImage|Architectural drawings,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives",2020-11-19T23:07:45.627000+00:00,1932-04-15,fedoraAdmin,"Drawing Showing the Typical Detail of the Front Section of the Petroleum Engineering, Geology, and Engineering Experiment Station Building","Vosper, Samuel Charles Phelps","Drawing showing the typical corner detail of the front section on the Petroleum Engineering, Geology, and Engineering Experiment Station Building.",In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/122/pages/page_0/files/atimeofresolve_0126_2019-03.jpg,,
Reformatted digital,College Station (Tex.)|Texas|United States,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Nineteen thirties|Depressions--1929,College Station (Tex.)--History--20th century|Depressions--1929--Texas|Texas A & M University--History-20th century|Flagpoles,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/38/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/38/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:52:57.151000+00:00,StillImage|Photographs,"This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Fritz Hensel '07 Collection",2020-11-19T22:52:57.151000+00:00,1934,fedoraAdmin,Flagpole construction,,Photo of the raising of the flag pole in front of the Administration Building.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/38/pages/page_0/files/atimeofresolve_0050_2019-03.jpg,Flag_Pole_Raising_1934,
Reformatted digital,College Station (Tex.)|United States|Texas,fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929|Nineteen thirties,"College Station (Tex.)--History--20th century|FDR|Depressions--1929--Texas|Texas A & M University--History-20th century|Walton, Thomas Otto, 1883-1961|Roosevelt, Franklin D., Jr. (Franklin Delano), 1914-1988|Presidents|Kyle Field|College presidents",Aggieland Studios|Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/36/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/36/pages,Texas A & M University. Libraries,false,2020-11-19T22:52:43.636000+00:00,Photographs|StillImage,"Inscription on item: Presidential Visits Photos #; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #3",2020-11-19T22:52:43.636000+00:00,1937-05-11,fedoraAdmin,Franklin Delano Roosevelt and Thomas Otto Walton,,Photo of United States President Franklin Delano Roosevelt and Texas A&M President Thomas Otto Walton in a car after arriving at Kyle Field during President Roosevelt's visit to the college.,In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/36/pages/page_0/files/atimeofresolve_0069_2019-03.jpg,PresidentialVisit_FDR_Walton_1937_17C,
Reformatted digital,United States|Texas|College Station (Tex.),fedoraAdmin,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects,Depressions--1929,College Station (Tex.)--History--20th century|Mascots|Depressions--1929--Texas|Texas A & M University--History-20th century,Texas A & M University. Cushing Memorial Library,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/74/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/74/orderProxies,Texas A & M University. Libraries,false,2020-11-19T22:46:34.386000+00:00,Photographs|StillImage,"Inscription on item: Mascots (Reveille 1) Photos # ; This item was part of an exhibit,  ""Texas A&M during the Great Depression,"" shown in Cushing Memorial Library from August 31, 2018 through February 22, 2019.; Cushing Memorial Library and Archives; Remstar #1",2020-11-19T22:46:34.386000+00:00,,fedoraAdmin,Reveille I laying on a Bed,,"Photo of Reveille I on the bed of a cadet, and a cadet sleeping on the floor.",In copyright - Educational Use Permitted; For more information see:  http://rightsstatements.org/vocab/InC-EDU/1.0/,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/time_of_resolve_objects/74/pages/page_0/files/atimeofresolve_0084_2019-03.jpg,"Rev I laying on bed, Cadet sleeping on floor (image #4)_PS",
