dc_type,fedora_createdBy,dc_creator,fedora_hasParent,dc_rights,dc_contributor,fedora_lastModifiedBy,dcterms_extent,fedora_created,ldp_contains,dcterms_provenance,dc_title,dcterms_temporal,dc_subject,dcterms_isPartOf,dcterms_abstract,dcterms_created,dc_identifier,dcterms_type,fedora_lastModified,fedora_writable,files,dcterms_spatial,tamudigital_local/details,dc_description
Photographs,fedoraAdmin,"Worley, Jan",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,"1 color print (photograph); 16.5X24 mm, mounted",2023-02-17T17:56:58.293000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/287/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/287/pages,,"Construction of the Large Animal Teaching Hospital, number 10",1990s,"Hospitals, Animal|Large Animal Hospital|Texas A & M University. Department of Large Animal Medicine and Surgery--Buildings|Hospital buildings|Building sites|School lands|College buildings|Texas A & M University. College of Veterinary Medicine--Buildings|Hospitals, Teaching|Architecture",College of Veterinary Medicine Image Collection,"This photograph shows the construction of the new Large Animal Teaching Hospital, which would be completed in 1993. The framework of the large vaulted hallway that will connect the two sections of the building is clearly visible.   The Large Animal Teaching Hospital building had 68,688 square feet of space, and housed administrative offices and all of the teaching and patient care programs of the Department of Large Animal Medicine and Surgery, with the exceptions of nuclear medicine, wildlife medicine, and theriogenology.",1992-07,0016|0287,StillImage,2023-02-17T17:56:58.293000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/287/pages/page_0/files/CVM_0287.jpg,College Station|Texas,,
Photographs,fedoraAdmin,"Morgan, Beth",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,"1 color print (photograph); 16.5X24 mm, mounted",2023-02-17T18:01:09.557000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/299/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/299/pages,,"Veterinary Research Building, number 10: Construction on East Side",1990s,College buildings|Texas A & M University. College of Veterinary Medicine--Buildings|Architecture|Veterinary laboratories|Building sites,College of Veterinary Medicine Image Collection,This view of the east side of the new Veterinary Research Building under construction shows the structure nearing the completion stage.  The groundbreaking ceremony of this building was held in 1991 and coincided with the 75th anniversary of the College of Veterinary Medicine & Biomedical Sciences.  This building opened in 1993 with five stories and included an open atrium surrounded by four upper floors of Laboratory spaces.,1992-06,0299|0020,StillImage,2023-02-17T18:01:09.557000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/299/pages/page_0/files/CVM_0299.jpg,College Station|Texas,"Written on photograph: Construction- Research BLDG. ""East side of BLDG.""",
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 19X24mm,2023-02-17T17:33:50.050000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/219/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/219/orderProxies,,Bexar County Veterinary Medical Association Auxiliary Award Recipient: Gary D. Hodges,1970s,"Deans (Education)|Veterinary students|Texas A & M University. College of Veterinary Medicine--Students|Bexar County Veterinary Medical Association--Awards|Veterinary teachers|Hodges, Gary D.|Award presentations|Price, Alvin Audis|Texas A & M University. College of Veterinary Medicine--Faculty|Veterinary medicine--Awards",College of Veterinary Medicine Image Collection,"In this image Dean A. A. Price (left)  presents the Bexar County Veterinary Medical Association Auxiliary Award to student Gary D. Hodges (right) for displaying outstanding clinical proficiency in both large and small animal clinics.  On July 07, 1972 the College of Veterinary Medicine held their annual celebration honoring the academic achievements of their undergraduate students.",1972-07-07,0219,StillImage,2023-02-17T17:33:50.050000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/219/pages/page_0/files/CVM_0219.jpg,Texas|College Station,"Written on photograph: ""BEXAR COUNTY VMA AUXILIARY AWARD: A $50 cash award presented by the Women's Auxiliary of the Bexar County VMA to the graduating student having displayed outstanding clinical proficiency in both large and small animal clinics.  RECIPIENT: Gary D. Hodges.""",
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 blank-and -white print (photograph); 19X24mm,2023-02-17T17:35:32.463000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/224/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/224/orderProxies,,Texas Veterinary Medical Association Award Recipients: Drs. Larry D. Claborn and Richard Robinson,1970s,"Veterinary medicine--Research--Awards|Award presentations|Robinson, Richard|Texas A & M University. College of Veterinary Medicine--Faculty|Texas Veterinary Medical Association--Awards|Claborn, Larry D.|Larson, Wallace D.|Veterinary teachers|College teaching--Awards",College of Veterinary Medicine Image Collection,"Recipients Drs. Larry D. Claborn (shown on left),  and Richard Robinson (shown on right) were presented the Texas Veterinary Medical Association Award for outstanding work in the area of teaching and research by TVMA President, Dr. Wallace R. Larson, D.V.M. (Center).",1972-07-07,0224,StillImage,2023-02-17T17:35:32.463000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/224/pages/page_0/files/CVM_0224.jpg,College Station|Texas,Written on photograph: TEXAS VETERINARY MEDICAL ASSOCIATION AWARDS: The TVMA provides two awards of $100 each to deserving members of the Texas A&M University College of Veterinary Medicine faculty each year for outstanding work in the area of teaching and research.  RECIPIENT:  Drs. Larry D. Clarborn [sic] & Richard Robinson,
Photographs,fedoraAdmin,"Morgan, Beth",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,"1 color print (photograph); 16.5X11.5mm, mounted",2023-02-17T17:48:38.019000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/263/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/263/orderProxies,,"Veterinary Laboratory Research, number 1: Dr. Daniel Jones",1990s,"Veterinary teachers|Jones, Daniel H.|Reproductive Medicine|Veterinary laboratories|Texas A & M University. College of Medicine--Faculty|Veterinary medicine--Research|Texas A & M University. Department of Veterinary Pharmacology and Physiology--Faculty|Embryo transplantation",College of Veterinary Medicine Image Collection,Dr. Daniel Jones working in his laboratory in the Veterinary Pharmacology and Physiology Department.,1991-04,0263|0127,StillImage,2023-02-17T17:48:38.019000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/263/pages/page_0/files/CVM_0263.jpg,College Station|Texas,Written on photograph: Dr. Daniel Jones.,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color print (photograph); 15X10mm,2023-02-17T18:22:01.505000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/361/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/361/pages,,"Stevenson Companion Animal Life-Care Center Animals and Caregivers, number 03",,Stevenson Companion Animal Life-Care Center|Pet medicine|Cats--Housing|Pets|Cats|Animal housing|Small Animal Medicine and Surgery,College of Veterinary Medicine Image Collection,A view of a cat tower in the Stevenson Companion Animal Life-Care Center.  There are two felines in the tower.,,0333|R2-16,StillImage,2023-02-17T18:22:01.505000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/361/pages/page_0/files/CVM_0333.jpg,Texas|College Station,Written on photograph: R2-16,
Photographs,fedoraAdmin,"Morgan, Beth",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,"1 color print (photograph); 16.5X24 mm, mounted",2023-02-17T17:56:16.342000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/285/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/285/pages,,"Construction of the Large Animal Teaching Hospital, number 8",1990s,"Building sites|School lands|College buildings|Texas A & M University. College of Veterinary Medicine--Buildings|Architecture|Hospitals, Teaching|Hospitals, Animal|Large Animal Hospital|Texas A & M University. Department of Large Animal Medicine and Surgery--Buildings|Hospital buildings",College of Veterinary Medicine Image Collection,"This photograph shows the construction of the new Large Animal Teaching Hospital. which would be completed in 1993 and contain 68,688 square feet of space.  It would house administrative offices and all of the teaching and patient care programs of the Department of Large Animal Medicine and Surgery, with the exceptions of nuclear medicine, wildlife medicine, and theriogenology.",1992-05,0285|0099,StillImage,2023-02-17T17:56:16.342000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/285/pages/page_0/files/CVM_0285.jpg,College Station|Texas,,
Photographs,fedoraAdmin,"Morgan, Beth",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,"1 color print (photograph); 16.5X24 mm, mounted",2023-02-17T17:54:10.714000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/279/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/279/orderProxies,,"Construction of the Large Animal Teaching Hospital, number 2: Future Site",1990s,School lands|Texas A & M University. Department of Large Animal Medicine and Surgery--Buildings--Planning|Texas A & M University. College of Veterinary Medicine--Buildings--Planning|Hospital buildings--Planning|College buildings--Planning|Campus planning|Building sites,College of Veterinary Medicine Image Collection,"The future site of the Large Animal Teaching Hospital, which would contain 68,688 square feet of space, and be constructed in 1993. The Large Animal Teaching Hospital housed administrative offices and all the teaching and patient care programs of the Department of Large Animal Medicine and Surgery, with the exceptions of nuclear medicine, wildlife medicine, and theriogenology.",1991-08,0092|0279,StillImage,2023-02-17T17:54:10.714000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/279/pages/page_0/files/CVM_0279.jpg,Texas|College Station,"Written on photograph: ""TVMC Buildings Large Animal Hospital.""",
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 12X17.5mm,2023-02-17T16:31:23.723000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/31/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/31/orderProxies,,"Francis Hall, number 2: Physiology Laboratory",,Scientific apparatus and instruments|College buildings|Physiology|Veterinary instruments and apparatus|Veterinary Agricultural and Mechanical College of Texas. School of Veterinary Medicine--Buildings|College facilities|Historic buildings|Veterinary laboratories|Francis Hall,College of Veterinary Medicine Image Collection,A view of the physiology laboratory in Francis Hall.,Between 1918 and 1925,0030,StillImage,2023-02-17T16:31:23.723000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/31/pages/page_0/files/CVM_0030.jpg,Texas|College Station,"Written on photograph: ""Physiology Laboratory- Francis Hall.""",
Photographs,fedoraAdmin,"Morgan, Beth",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,"1 color print (photograph); 16.5X24 mm, mounted",2023-02-17T18:00:28.017000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/297/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/297/orderProxies,,"Veterinary Research Building, number 8: Construction on North and West Sides",1990s,Texas A & M University. College of Veterinary Medicine--Buildings|Architecture|Veterinary laboratories|Building sites|College buildings,College of Veterinary Medicine Image Collection,"Still under construction, the Veterinary Research Building is shown in this image without its finished façade. This is the northwest side of the building that faces Raymond Stozer Blvd or University Drive.  The groundbreaking ceremony of this building was held in 1991 and coincided with the 75th anniversary of the College of Veterinary Medicine & Biomedical Sciences.  This building opened in 1993 with five stories and included an open atrium surrounded by four upper floors of Laboratory spaces.",1992-04,0102|0297,StillImage,2023-02-17T18:00:28.017000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/297/pages/page_0/files/CVM_0297.jpg,College Station|Texas,"Written on photograph: ""Construction- Research BLDG. North and west side of BLDG.""",
Photographs,fedoraAdmin,"Golden, George E.",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences|United States. Department of Agriculture,fedoraAdmin,1 black-and -white print (photograph);  9X14.5mm in album;  19X24mm mounted,2023-02-17T16:40:42.819000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/59/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/59/pages,"Written on photograph: ""This collection of kodak pictures, made by the late, Dr. Frank D. Porter in the course of his life work and interest with diseased animals is bequeathed to the library of Texas A&M College at his request, in the hope it will be of service and help to students in the pursuit of their career.  The pictures were made by Dr. F. D. Porter while on the Foot & Mouth disease in California in year of 1930 and in Houston in 1924.  And some were acquired from G. E. Golden. Dr. Frank D. Porter, Born-Indiana-1879, Died-Ft. Worth, TX-May 22, 1950.""","Frank D. Porter-Golden Foot & Mouth Collection, number 7",,"Automobiles|Porter, Frank D.--Photograph collections|Roads",College of Veterinary Medicine Image Collection,"Three vehicles on a road, two men stand beside first vehicle. One man is rinsing off boots from a bucket of solution.  Sign on first vehicle says ""OFFICIAL CAR.""",Between 1924 and 1930,0057,StillImage,2023-02-17T16:40:42.819000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/59/pages/page_0/files/CVM_0057.jpg,,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color slide; 5X5mm slide,2023-02-17T18:27:03.403000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/376/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/376/orderProxies,,"Stevenson Companion Animal Life-Care Center Animals and Caregivers, number 18",1990s,Small Animal Medicine and Surgery|Sunspaces|Stevenson Companion Animal Life-Care Center|Pets|Cats|Animal housing,College of Veterinary Medicine Image Collection,Two cats lounge on a patio outside the Stevenson Companion Animal Life-Care Center.,1999-05,0348,StillImage,2023-02-17T18:27:03.403000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/376/pages/page_0/files/CVM_0348.jpg,College Station|Texas,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 11.5X16.5mm,2023-02-17T17:17:31.257000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/171/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/171/pages,,Biomedical Lab Exercise with a Physiograph and a Dog,,"Claborn, Larry D.|Texas A & M University. College of Veterinary Medicine--Students|Veterinary teachers|Physiological apparatus|Veterinary physiology|Classrooms|Education, Veterinary|Dogs|Physiographs|Hospitals, Teaching|Pharmacology|Hospitals, Animal|Texas A & M University. College of Veterinary Medicine--Faculty|Biomedical sciences|Teaching|Veterinary students",College of Veterinary Medicine Image Collection,"Dr. Larry D. Claborn, Associate Professor of Veterinary Physiology and Pharmacology and a group of biomedical science students practice using a physiograph in a laboratory. They are  using it to study the physiological effects of drugs upon a dog, which lies under a covered sheet on a table.",,0170,StillImage,2023-02-17T17:17:31.257000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/171/pages/page_0/files/CVM_0170.jpg,College Station|Texas,,
Photographs,fedoraAdmin,"Golden, George E.",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,United States. Department of Agriculture|Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 black-and -white print (photograph); 9X14.5mm,2023-02-17T16:57:59.994000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/112/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/112/pages,"Written on photograph: ""This collection of kodak pictures, made by the late, Dr. Frank D. Porter in the course of his life work and interest with diseased animals is bequeathed to the library of Texas A&M College at his request, in the hope it will be of service and help to students in the pursuit of their career.  The pictures were made by Dr. F. D. Porter while on the Foot & Mouth disease in California in year of 1930 and in Houston in 1924.  And some were acquired from G. E. Golden. Dr. Frank D. Porter, Born-Indiana-1879, Died-Ft. Worth, TX-May 22, 1950.""","Frank D. Porter-Golden  Foot & Mouth Collection, number 60",,"Horses|Animal Diseases|Livestock--Inspection|Veterinary services|Porter, Frank D.--Photograph collections|Foot-and-Mouth Disease",College of Veterinary Medicine Image Collection,A man is shown roping the rear foot of a horse infected by foot-and-mouth disease in a pasture next to a house.,Between 1924 and 1930,0110,StillImage,2023-02-17T16:57:59.994000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/112/pages/page_0/files/CVM_0110.jpg,,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color slide; 5X5mm slide,2023-02-17T18:26:23.497000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/374/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/374/pages,,"Stevenson Companion Animal Life-Care Center Animals and Caregivers, number 16",1990s,Pets|Cats|Animal housing|Small Animal Medicine and Surgery|Stevenson Companion Animal Life-Care Center,College of Veterinary Medicine Image Collection,A cat is perched on a table with a flower arrangement and stack of books at the Stevenson Companion Animal Life-Care Center.,1999-05,0346,StillImage,2023-02-17T18:26:23.497000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/374/pages/page_0/files/CVM_0346.jpg,Texas|College Station,,
Photographs,fedoraAdmin,,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,1 color print (photograph); 12.5X12.5 mm,2023-02-17T17:43:54.121000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/249/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/249/pages,,"1974 Commencement Ceremony, number 13",Aug-74,Veterinary teachers|Commencement ceremonies|Texas A & M University. College of Veterinary Medicine--Faculty|Special Events,College of Veterinary Medicine Image Collection,"A group of men, possibly Veterinary Medicine faculty, stand in line, dressed in academic regalia for a procession at the College of Veterinary Medicine commencement ceremony.",1974,0249,StillImage,2023-02-17T17:43:54.121000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/249/pages/page_0/files/CVM_0249.jpg,College Station|Texas,"Written on photograph: ""August 1974 Commencement.""",
Photographs,fedoraAdmin,"Morgan, Beth",https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,fedoraAdmin,"1 color print (photograph); 16.5X24 mm, mounted",2023-02-17T17:55:55.230000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/284/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/284/orderProxies,,"Construction of the Large Animal Teaching Hospital, number 7",1990s,"College buildings|Texas A & M University. College of Veterinary Medicine--Buildings|Hospitals, Teaching|Architecture|Hospitals, Animal|Large Animal Hospital|Texas A & M University. Department of Large Animal Medicine and Surgery--Buildings|Hospital buildings|Building sites|School lands",College of Veterinary Medicine Image Collection,"This photograph shows the construction of the new Large Animal Teaching Hospital. which would be completed in 1993 and contain 68,688 square feet of space.  It would house administrative offices and all of the teaching and patient care programs of the Department of Large Animal Medicine and Surgery, with the exceptions of nuclear medicine, wildlife medicine, and theriogenology.",1992-04,0015|0284,StillImage,2023-02-17T17:55:55.230000+00:00,false,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-3_objects/284/pages/page_0/files/CVM_0284.jpg,Texas|College Station,,
