dcterms_medium,fedora_hasParent,ldp_contains,fedora_lastModifiedBy,dc_identifier,dcterms_type,dc_rights,dcterms_accessRights,dcterms_extent,dc_title,dc_format,fedora_lastModified,dc_type,tamudigital_local/details,dc_subject,fedora_createdBy,fedora_created,dcterms_created,dc_publisher,fedora_writable,files,dc_contributor,dcterms_spatial
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/118/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/118/orderProxies,fedoraAdmin,6988,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of green, red, yellow, black and white marbled paper; 9.00 x 11.25 in.",Berger-Cloonan #6988,reformatted digital,2021-06-16T15:24:58.187000+00:00,art reproduction|Stormont marbled paper|endpapers,"Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Slightly yellowed and stained on verso; creased corner; rough, worn area on recto.",Marbled papers,fedoraAdmin,2021-06-16T15:24:58.187000+00:00,19th century,Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/118/pages/page_0/files/06988.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/251/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/251/pages,fedoraAdmin,8309,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of green, red, yellow, pink, black and white marbled paper; 8.50 x 10.25 in.",Berger-Cloonan #8309,reformatted digital,2021-06-16T15:55:21.751000+00:00,Stone marbled papers|agate marbled paper|art reproduction|endpapers|Laid lines,"Distribution of fibers; Surface application; Laid; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Laid paper; Inscription on original piece: ""H[J]""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4.f; Not signed. Not stamped.; One rough edge; bent corner; minor discoloration.",Marbled papers,fedoraAdmin,2021-06-16T15:55:21.751000+00:00,19th century [?],Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/251/pages/page_0/files/08309.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/138/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/138/orderProxies,fedoraAdmin,7008,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, pink, yellow, green, black and white marbled paper; 9.75 x 12.75 in.",Berger-Cloonan #7008,reformatted digital,2021-06-16T15:29:32.187000+00:00,art reproduction|Stormont marbled paper|endpapers,"Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; semi-glossy finish; Glossy brown end paper with gilt trim attached; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped.; Faded; torn and worn corners and edges; worn rectangular area on recto (something removed?); stained on verso; end paper is crackled, torn with a section missing.",Marbled papers,fedoraAdmin,2021-06-16T15:29:32.187000+00:00,19th century,Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/138/pages/page_0/files/07008.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/36/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/36/pages,fedoraAdmin,6905,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,1 sheet of pink and white marbled paper; 10.00 x 12.75 in.,Berger-Cloonan #6905,reformatted digital,2021-06-16T15:06:15.550000+00:00,art reproduction|Combed marbled papers|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; muted colors; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed. Not stamped.; Staining near edges.,Marbled papers,fedoraAdmin,2021-06-16T15:06:15.550000+00:00,19th century,Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/36/pages/page_0/files/06905.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/180/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/180/pages,fedoraAdmin,8238,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of dark red, blue, yellow and white marbled paper; 5.75 x 7.50 in.",Berger-Cloonan #8238,reformatted digital,2021-06-16T15:39:07.330000+00:00,endpapers|nonpareil marbled paper|art reproduction,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Abraded.,Marbled papers,fedoraAdmin,2021-06-16T15:39:07.330000+00:00,19th century,Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/180/pages/page_0/files/08238.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/154/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/154/pages,fedoraAdmin,8209,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of green, brown, black and white marbled paper; 5.25 x 8.50 in.",Berger-Cloonan #8209,reformatted digital,2021-06-16T15:33:12.303000+00:00,art reproduction|nonpareil marbled paper|endpapers,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Verso stained.,Marbled papers,fedoraAdmin,2021-06-16T15:33:12.303000+00:00,19th century,Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/154/pages/page_0/files/08209.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/72/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/72/pages,fedoraAdmin,12314|06942,StillImage,Openly accessible,Openly accessible,"1 sheet of dark red, blue, tan and white marbled paper; 10.00 x 14.00 in.",Berger-Cloonan #6942,reformatted digital,2021-06-16T15:14:27.917000+00:00,art reproduction|endpapers|French snail marbled papers,"Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; [written in pencil on verso]: ""coll 109 5-6-[?]"", ""12314""; [printed in blue ink on 4.50 x 7.00 sheet attached to verso]: ""Tower House, Cotham, Bristol.""; [written in black ink on 4.50 x 7.00 sheet attached to verso]: ""This Volume is a copy of ""The Great Bible"" or it may be called Lord J Cromell's Bible ... Francis Fry, August 15th 1879""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.",Marbled papers,fedoraAdmin,2021-06-16T15:14:27.917000+00:00,Texas A & M University. Libraries,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/72/pages/page_0/files/06942.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/25/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/25/orderProxies,fedoraAdmin,6894,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, blue, green, yellow and white marbled paper; 9.50 x 13.50 in.",Berger-Cloonan #6894,reformatted digital,2021-06-16T15:03:45.139000+00:00,art reproduction|endpapers,"Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""$ 9550""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed. Not stamped.; Insect damage; discolored; creased.",Marbled papers,fedoraAdmin,2021-06-16T15:03:45.139000+00:00,19th century,Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/25/pages/page_0/files/06894.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/245/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/245/orderProxies,fedoraAdmin,8303,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, blue, black, gold and white marbled paper; 7.00 x 9.00 in.",Berger-Cloonan #8303,reformatted digital,2021-06-16T15:53:59.119000+00:00,Random marbled papers|art reproduction|endpapers|moiré (pattern),"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Glossy finish; Inscriptions on original piece: ""5"",""500""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.d; Not signed. Not stamped.; One rough edge; bent corner.",Marbled papers,fedoraAdmin,2021-06-16T15:53:59.119000+00:00,19th century [?],Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/245/pages/page_0/files/08303.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/41/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/41/orderProxies,fedoraAdmin,6910,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of dark red, blue and white marbled paper; 10.00 x 12.50 in.",Berger-Cloonan #6910,reformatted digital,2021-06-16T15:07:23.427000+00:00,art reproduction|endpapers|nonpareil marbled paper,"Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding;[stamped in blue ink on verso]: ""BOOK NUMBER""; [written in black ink on verso]: ""PR 2154.B4""; [stamped in black ink on verso]: ""BOUND BY J.B. HAWES CAMBRIDGE""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Stamped. Not stickered. Not embossed.",Marbled papers,fedoraAdmin,2021-06-16T15:07:23.427000+00:00,19th century,Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/41/pages/page_0/files/06910.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/148/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/148/orderProxies,fedoraAdmin,8203,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of pink, blue, yellow, gray, black and white marbled paper; 3.75 x 5.75 in.",Berger-Cloonan #8203,reformatted digital,2021-06-16T15:31:50.715000+00:00,art reproduction|endpapers|nonpareil marbled paper,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.,Marbled papers,fedoraAdmin,2021-06-16T15:31:50.715000+00:00,19th century,Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/148/pages/page_0/files/08203.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/98/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/98/pages,fedoraAdmin,6968,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of orange, blue and white marbled paper; 6.00 x 13.00 in.",Berger-Cloonan #6968,reformatted digital,2021-06-16T15:20:23.873000+00:00,art reproduction|Stormont marbled paper|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped.; Abrasion; corner missing; edges chipped.,Marbled papers,fedoraAdmin,2021-06-16T15:20:23.873000+00:00,19th century,Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/98/pages/page_0/files/06968.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/229/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/229/pages,fedoraAdmin,8287,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of red, blue, green, yellow and white marbled paper; 7.75 x 10.25 in.",Berger-Cloonan #8287,reformatted digital,2021-06-16T15:50:19.434000+00:00,Laid lines|nonpareil marbled paper|art reproduction|endpapers,Distribution of fibers; Surface application; Laid; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.e; Not signed. Not stamped.; Very faded; one rough edge.,Marbled papers,fedoraAdmin,2021-06-16T15:50:19.434000+00:00,19th century [?],Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/229/pages/page_0/files/08287.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/184/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/184/pages,fedoraAdmin,8242,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of pink, blue, yellow, black and white marbled paper; 8.25 x 10.50 in.",Berger-Cloonan #8242,reformatted digital,2021-06-16T15:40:02.149000+00:00,endpapers|nonpareil marbled paper|art reproduction,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""6/88 01-1-"", ""Portr. 415, B-I4, K2/W2, B-E4 Lacks 1/2 title""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.",Marbled papers,fedoraAdmin,2021-06-16T15:40:02.149000+00:00,19th century,Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/184/pages/page_0/files/08242.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/5/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/5/orderProxies,fedoraAdmin,1344,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of magenta, brown, purple, black and white printed paper; 17.00 x 27.00  in.",Berger-Cloonan #1344,reformatted digital,2021-06-16T14:59:04.663000+00:00,gift wrap|art reproduction,"Surface application; Printed; M4.D2.F5; Pattern resembles nonpareil marbling; varnished surface; Inscription on original piece: ""aschoffenberg""; Karli Frigge donated the sheet to Sidney E. Berger and Michele V. Cloonan.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.3; Not signed. Not stamped. Not stickered. Not embossed.; Somewhat torn along edge; slightly yellowed",Gift wraps,fedoraAdmin,2021-06-16T14:59:04.663000+00:00,19th century,Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/5/pages/page_0/files/01344.jpg,Aschoffenberg,Germany
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/250/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/250/orderProxies,fedoraAdmin,8308,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, gray, black and white marbled paper; 6.75 x 10.25 in.",Berger-Cloonan #8308,reformatted digital,2021-06-16T15:55:07.872000+00:00,art reproduction|endpapers|Spanish random marbled papers,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""F8.""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.e; Not signed. Not stamped.; One rough edge; several tiny tears into edges; line of tiny brown dots on verso.",Marbled papers,fedoraAdmin,2021-06-16T15:55:07.872000+00:00,19th century [?],Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/250/pages/page_0/files/08308.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/137/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/137/pages,fedoraAdmin,7007,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,"1 sheet of blue, red, yellow, black and white marbled paper; 9.00 x 14.25 in.",Berger-Cloonan #7007,reformatted digital,2021-06-16T15:29:18.533000+00:00,art reproduction|Stormont marbled paper|endpapers,Surface application; Marbled; C2.B3; Previously used as an endpaper in a bookbinding; semi-glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated this sheet to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed. Not stamped. Not stickered. Not embossed.; Creased and torn corners and edges; slightly yellowed and stained on verso.,Marbled papers,fedoraAdmin,2021-06-16T15:29:18.533000+00:00,19th century,Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/137/pages/page_0/files/07007.jpg,,
Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/13/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/13/pages,fedoraAdmin,1352,StillImage,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",Openly accessible,1 sheet of silver and white embossed paper; 19.50 x 28.00 in.,Berger-Cloonan #1352,reformatted digital,2021-06-16T15:00:57.755000+00:00,embossed prints|art reproduction,"Surface treated; Embossed; M4.D2.F5; Pattern resembles lattice; Inscription on original piece: ""aschoffenberg""; Karli Frigge donated the sheet to Sidney E. Berger and Michele V. Cloonan.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: IX.D; Not signed. Not stamped. Not stickered. Not embossed.; Bubble along edge",Decorative paper,fedoraAdmin,2021-06-16T15:00:57.755000+00:00,19th century,Texas A & M University. Libraries,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_4_objects/13/pages/page_0/files/01352.jpg,Aschoffenberg,Germany
